Title,Location,Company,Salary,Description
Lead Senior Data Science,"New York, NY",The Trade Desk,None,"WHO WE ARE:
The Trade Desk is a global technology company with a mission to create a better Internet for everyone through principled, intelligent advertising. We help the world's biggest brands reach consumers, and our platform funds content providers and publishers who keep the global Internet free and open for everyone.
Handling over 600 billion queries per day (more than 100X the query volume of search globally), our platform operates at unprecedented scale and generates massive amounts of data. We have also built something even stronger and more valuable: an award-winning culture based on trust, empathy, collaboration, and ownership. By working together across typical dividing lines, we are better as a team than any of us could be apart.
Do you have a passion for solving hard problems at scale? Are you eager to join a trust- based, globally-connected team, where your contributions will make a meaningful difference?
Come and see why Fortune Magazine recently named The Trade Desk among the best small to medium-sized workplaces in the US.
WHO WE ARE LOOKING FOR:
You have a sustained track record of making significant, self-directed, and end-to-end contributions to large and impactful machine learning projects. You think beyond just the task at hand to deeply understand the 'why' behind what you are doing.
You are a driver. You will be driving technical projects and providing leadership in a ground-breaking and fast-paced environment. This includes task planning and conducting code reviews, as well as individual code contribution.
You have a strong sense of data intuition. At our scale, many off-the-shelf modeling techniques (open source and enterprise) simply don't work. You are able to work from first principles and intuition to develop solutions and adapt them to a unique environment.
You are a broadly skilled data scientist with experience embedding models into always-on production systems, working across a variety of technologies and data sources.
You have a product-focused mindset. You have the passion and ability to contribute to the process of discovering what will delight our clients and push forward one of the world's largest and most influential industries toward a vision of openness, transparency, and evidence-based decision-making.
You work with confidence and without ego. Our data scientists have deep knowledge and exercise a high degree of leadership in their daily work. You have strongly-held, defensible ideas, and advocate for what you believe is right. You are also adept at identifying and evaluating trade-offs, willing to be proven wrong, and quick to walk through fire to support your fellow teammates.
You value, seek out, and foster diversity. We are a global team from many diverse backgrounds, with different experiences and perspectives. To complement this team, you will welcome ideas that are different from your own and be skilled at finding and building from common ground.
You are a creative thinker, not bound by ""the way things have always been done."" What you know is less important than how well you learn and innovate. We don't need data scientists who know all the answers; we need data scientists who can invent the answers no one has thought of yet, to the questions yet to be asked.
WHAT YOU WILL BE DOING:
Lead Senior Data Scientists serve both as technical individual contributors and people managers. You will be responsible for owning a technical area as well as building and nurturing a team.
Lead Senior Data Scientists are end-to-end owners. You will participate actively in all aspects of designing, researching, building, and delivering data-focused products for our clients.
Our Data Science team is embedded into nearly a dozen individual, mission-focused engineering teams working across a wide spectrum of technological and scientific challenges. You will have the opportunity, depending on your interests and background, to own problems related to natural language processing and machine learning over hundreds of millions of web pages, graph mining and algorithmic optimization on petabytes of data, and causal inference with missing data - to name a few.
Lead Senior Data Scientists contribute to more than our product – they build up our team. Through a combination of mentoring, technical leadership, and direct people-management, they make others better and raise the bar for those around them.
WHAT YOU BRING TO THE TABLE:
You have an abundance of intellectual curiosity and are enthusiastic to learn (and teach) new technologies / techniques.
You are you comfortable working on an agile, distributed team spanning multiple time zones and continents.
You are able to communicate effectively across both technical and non-technical audiences.
You have over 10 years of experience working in a data-driven role, including leading large and impactful technical projects. You may have an advanced degree in a quantitative field, but it's not a requirement. What and how you can contribute is what's most important to us which is why our consideration is not limited by the level of education you have.
You have experience with big data technologies such as Spark or AWS; are able to write efficient SQL; and are proficient in one or more of the following programming languages: R, Python, Java, or Scala. Variety of technical challenge is one of the best things about working at The Trade Desk as a data scientist though which is why we do not expect you to know every technology we use when you start. What we care about is that you can learn quickly and solve complex problems using the best tools for the job.
The Trade Desk does not accept unsolicited resumes from search firm recruiters. Fees will not be paid in the event a candidate submitted by a recruiter without an agreement in place is hired; such resumes will be deemed the sole property of The Trade Desk. The Trade Desk is an equal opportunity employer. All aspects of employment will be based on merit, competence, performance, and business needs. We do not discriminate on the basis of race, color, religion, marital status, age, national origin, ancestry, physical or mental disability, medical condition, pregnancy, genetic information, gender, sexual orientation, gender identity or expression, veteran status, or any other status protected under federal, state, or local law."
Machine Learning Engineer,"New York, NY",Behold.ai,None,"Location: New York
We are currently seeking outstanding machine learning engineers to join our development team. Developers will work on the enhancement and maintenance of our data pipeline including middle-tier and back-end processes. They will gain and utilize experience in designing and implementing solutions for large scale machine learning systems and application server code on cloud offerings.
We build with open source technology, using a newly created stack built from Tensorflow, gRPC, Elasticsearch, Redis, Kubernetes & GCP – we’re open to trying out new things to find the best tool for the job.
Skills and Responsibilities
Research, design and prototype new models and approaches based on machine learning, esp. deep learning, and statistical analysis.
Implement and execute machine learning research with reliability and reproducibility.
Familiarity with deep learning CV methods for localization, detection, classification or segmentation a plus.
Develop proof-of-concept systems to demonstrate advanced model performance.
Collaborate with the rest of the engineering team to design and launch new features.
Keep up with deep learning literature and research publications in order to implement the latest techniques into our networks and pipelines.
Understanding and implementation of security and data protection.
Experienced in mainstream deep learning frameworks, such as PyTorch/Torch, TensorFlow, MxNet, Caffe, etc.
Turn models into data products, collaborate with engineering teams, and integrate into process throughout behold.ai.
Excellent knowledge of the latest developments in the deep learning field
Knowledge of code versioning tools such as Git, Mercurial or SVN
A PLUS IF
You have a Doctorate Degree or Master’s Degree in Statistics/Mathematics/Computer Science/Physics or similar with equivalent practical experience"
Senior Data Scientist,"New York, NY",Socure,None,"Founded in 2012, Socure is the leader in high-assurance digital identity verification technology. Named to Forbes' 2019 AI 50 list as one of America's most promising AI companies, and a recent winner of API World's Best Data API, Socure's technology applies artificial intelligence and machine learning techniques with trusted online/offline data intelligence from email, address, phone, IP, social media and the broader Internet to verify identities in real-time. Customers include three of the top five U.S. banks, seven of the top 10 U.S. card issuers, as well as the majority of leading digital banks, lenders and insurers across the U.S. We are funded by some of the world's best investors and entrepreneurs including Scale Venture Partners, Commerce Ventures, Work-Bench, Santander InnoVentures and Two Sigma Ventures.
The only way we can further our mission of becoming the single, trusted source of identity verification and eliminating identity fraud is by building the best team on the planet. This is where you come in!
We are currently looking for a Senior Data Scientist to be based anywhere remotely in the USA.
What You'll Do:
Develop machine learning, data mining, statistical, and graph-based algorithms designed to analyze massive data sets; partner with Cloud technologists to ensure proper implementation and usage of said algorithms.
Analyze large data sets to develop multiple, custom models and algorithms to drive innovative correlations for fraud and acceptance data as well as social data.
Provide analytic support to the data science team.
Develop machine learning models to apply test data algorithms to future data.
Develop models of current state in order to determine improvements needed.
Implement new data modeling solutions and improvements to existing solutions.
Report out on product/project status to senior management and clients.
Work well in a fast-paced cross-functional environment.
What You'll Bring:
Bachelor's Degree in CS, Mathematics, Statistics or similar or equivalent work experience
A minimum of 3+ years of industry experience working in a similar role.
Experience in developing data-driven algorithms in information retrieval, relevance, or machine learning and working with distributed systems.
Knowledge of UNIX systems management, Java, Scala, Python, C/C++, SQL, HQL, SPARQL for RDF.
Understanding of: Spark, Hadoop/Hive, StarDog, Amazon Redshift, MongoDB.
Experience with R, data mining, machine learning, statistical modeling tools and underlying algorithms.
Programming experience in (1 or more): Python/Shell/C/Java/Scala.
Working knowledge of Relational Data Base Systems.
Perks & Benefits:
Competitive base salary
Equity - every employee is a stakeholder in our enormous upside
A tech-first company culture driven by entrepreneurial thinking and talent
A great team working in unison towards the same mission
Transparency is what our product is built on—and so is our culture
Generous medical, dental and vision benefits for employees and their dependents
Flexible PTO
401K with company match
Free meals, snacks, and drinks...and so much more
We are an equal opportunity employer and value diversity of all kinds at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
Quant Researcher - EQ Elec Exec Svcs/Strats,"New York, NY 10282 (Battery Park area)",Goldman Sachs,None,"MORE ABOUT THIS JOB:
What We Do
At Goldman Sachs, our Engineers don’t just make things – we make things possible. Change the world by connecting people and capital with ideas. Solve the most challenging and pressing engineering problems for our clients. Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber threats, and leverage machine learning alongside financial engineering to continuously turn data into action.
At Goldman Sachs, our culture is one of teamwork, innovation and meritocracy. We often say our people are our greatest asset and we take pride in supporting each colleague both professionally and personally. From collaborative work spaces and mindfulness classes to working from home and flexible work options, we offer our people the support they need to reach their goals in and outside the office.
Goldman Sachs Electronic Trading (GSET) has launched an initiative to become the top provider in electronic trading by building superior technology and delivering high quality products. This vision is a multi-year investment in people, platforms and products. Join the team, and participate in the development and launch of best in class products for top clients across the industry. We are looking for eager, nimble and ambitious engineers to join our growing team of visionaries, and drive Goldman Sachs Electronic Trading to achieve and exceed our goals.

Your Impact
This team is accountable for platform architecture evolution to meet the evolving needs of different business lines globally with rapid software deployment. As stewards of critical components in order execution and post-trade, the team is accountable for a high degree of software quality. The team consists of self-guided pragmatic individuals who are motivated to change the status quo in calculated ways.
As a member of the team, you will play an integral role on the trading floor. This is a dynamic, entrepreneurial team with a passion for technology and the markets, with individuals who thrive in a fast-paced changing environment. The team takes a data driven approach to decision making and you should be willing to participate in the full product lifecycle from requirements gathering, design, implementation, testing, support, and monitoring trading performance for systems and strategies used by our clients.
RESPONSIBILITIES AND QUALIFICATIONS:
RESPONSIBILITIES AND QUALIFICATIONS
We are looking for a highly motivated professional to join the Equities Execution Research Strats team in New York. Our global team is primarily responsible for the development of the quantitative models that drive the behaviour and performance of the Firm’s electronic trading algorithms.

Duties & Responsibilities:
Quantitative research to continuously improve the components of our trading strategies, from quantity scheduling to micro-placement and smart order routing.
Building analytical tools to evaluate execution quality in simulation and production
Market microstructure research on trading signals
Collaboration with engineering and product teams to bring new models and trading logic improvements to market
Supervision of junior quants
Qualifications/Required Skills:
Experience in electronic trading or market making
Strong quantitative and analytical skills
Strong academic background (PhD preferred) with a practical and pragmatic mindset
Sound judgement, solid work ethic, passion for pursuing high quality work
Strong communication and team work, strong interpersonal skills
Prior team lead experience
ABOUT GOLDMAN SACHS:ABOUT GOLDMAN SACHSAt Goldman Sachs, we commit our people, capital and ideas to help our clients, shareholders and the communities we serve to grow. Founded in 1869, we are a leading global investment banking, securities and investment management firm. Headquartered in New York, we maintain offices around the world.We believe who you are makes you better at what you do. We're committed to fostering and advancing diversity and inclusion in our own workplace and beyond by ensuring every individual within our firm has a number of opportunities to grow professionally and personally, from our training and development opportunities and firmwide networks to benefits, wellness and personal finance offerings and mindfulness programs. Learn more about our culture, benefits, and people at�GS.com/careers.We�re committed to finding reasonable accommodations for candidates with special needs or disabilities during our recruiting process. Learn more: https://www.goldmansachs.com/careers/footer/disability-statement.html� The Goldman Sachs Group, Inc., 2020. All rights reserved.Goldman Sachs is an equal employment/affirmative action employer Female/Minority/Disability/Veteran/Sexual Orientation/Gender Identity"
Computational Biologist,"New York, NY",Schrödinger,None,"Schrödinger’s mission is to revolutionize drug discovery through the use of breakthrough computational methods. We are currently looking for outstanding individuals to join our drug discovery group and contribute to our rapidly expanding portfolio of drug discovery collaborations.

Our drug discovery group of over 70 scientists includes designers, modelers, computational chemists, medicinal chemists, crystallographers, biochemists, and biologists with experience working on all common target classes and therapeutic areas. The group is supported by more than 100 software developers and engineers as well as a large scale compute infrastructure. Four of the programs we’ve worked on have progressed into the clinic; three are still progressing through trials and one is approved by the FDA.

We are looking for an experienced computational biologist to drive and apply state of the art analysis methods to inform decision making across the Schrödinger pipeline. The successful candidate will work with target evaluation, drug discovery, translational, clinical teams to provide strategic input and technical expertise across multiple programs and therapeutic areas focussed on developing innovative new medicines for patients with unmet medical needs.

Responsibilities:
Identify and prioritize therapeutic targets through the integration of structure/ function and genotype/ phenotype relationships. Analyze, design and execute translational science and precision oncology biomarker plans integrating both disease and pathway approaches to indication selection, patient stratification, drug combination and resistance mechanisms.
Analyze genomics/transcriptomics/proteomics data and help guide program decisions and experimental design. Interpret preclinical and clinical datasets and develop interactive data visualizations.
Collaborate with the machine learning group to develop models leveraging in-house and public datasets. Implement high-throughput data analysis pipelines leveraging high-performance computing.
Communicate summary data to collaborators and senior management.
Essential Qualifications and Experience:
A Ph.D. in computational biology, biostatistics, statistical, biophysics, or bioinformatics or related field with a minimum of 6 years of relevant experience working on bioinformatics projects is required.
Prior work experience in computational biology, bioinformatics in a biopharma or biotechnology setting is required
Experience in translational research and biomarker planning
Experience in identifying high-value therapeutic targets across disease areas
Proficiency in classification and machine learning methods is preferred.
Statistical analysis experience with working knowledge of regression analysis, multivariate data analysis, and linear/nonlinear mixed-effects modeling is preferred.
Outstanding presentation and communication skills
Skilled at working collaboratively in a multidisciplinary environment
Desirable Skills:
Graduate training or work experience in integrative cancer biology analysis
Proven record of innovative thinking to propose and champion new ideas and solve problems
Comfortable working across a number of disease areas and able to shift gears quickly.
Must be open to change and the unknown with a creative and resourceful nature; a self-starter, proactive and results-oriented with high-performance standards
Pay and perks:
Schrödinger understands it’s people that make a company great. Because of this, we’re prepared to offer a competitive salary, stock options, and a wide range of benefits that include healthcare (with dental and vision), a 401k, pre-tax commuter benefits, a flexible work schedule, and a parental leave program. We have catered meals in the office every day, a company culture that is relaxed but engaged, and over a month of paid vacation time. Our Administrative and Human Resources departments also plan a myriad of fun company-wide events. New York is home to our largest office, but we have teams all over the world. Schrödinger is honored to have been selected as one of Crain's New York Best Places to Work in 2018 and 2019.

Sound exciting? Apply today and join us!

As an equal opportunity employer, Schrödinger hires outstanding individuals into every position in the company. People who work with us have a high degree of engagement, a commitment to working effectively in teams, and a passion for the company’s mission. We place the highest value on creating a safe environment where our employees can grow and contribute, and refuse to discriminate on the basis of race, color, religious belief, sex, age, national origin, citizenship status, marital status, union status, sexual orientation, or gender identity. To us, “diversity” isn’t just a buzzword, but an important element of our core principles and key business practices. We believe that diverse companies innovate better and think more creatively than homogenous ones because they take into account a wide range of viewpoints. Greater diversity doesn’t just mean better headlines or public images—it means increased adaptability and profitability."
Quant Researcher - Investment Strategy,"New York, NY",Kepler Fi,None,"Kepler is a radical innovation lab pioneering in the world of investment management. This is an exciting CONTRACT opportunity for an Investment Strategy Quant Researcher to develop unprecedented strategies based on a unique set of internal alphas. Kepler’s collective intelligence is currently creating the roadmap for future success with Machine Learning in the financial technology industry. The prime Investment Strategy Quantitative Researcher candidate will have an immediate impact on our projects and help to further propel Kepler to becoming the most innovative team in the investment management industry.

Must be able to legally work in the United States. Due to contract nature we cannot provide visa sponsorship.

Role Description
CONTRACT opportunity with potential to extend based on impact, efficiency and performance; flex-hours
Construct innovative ideas, methods, and/or models and efficiently implement in code
Challenge quantitative research by applying sophisticated and complex statistical techniques to financial markets and some of the most complex data sets in the world
Accompany a team of globally sourced, top-tier talent; peer-to-peer learning
Apply a process driven focus on researching, developing and implementing internal Alpha Capture strategies
Report directly to experienced Portfolio Manager
Access to full Kepler team and management
General Requirements:
Masters in a Quantitative subject (Mathematics, Statistics, Econometrics, Engineering, Computer Science or equivalent) * Bachelor’s degree from top-tier programs will also be considered
2-7 years experience within a large bank or investment firm with assets in excess of $2 billion
Strong Quantitative/Statistical skills and independent research experience
Advanced programming experience scripting in Python (this is a tech-heavy quant role)
Ability to challenge conventional thinking and possess a mindset of continuous improvement
Preferred Requirements:
Buy-side (equities) experience, ideally in StatArb or Alpha Capture oriented environment
Strong software engineering background will also be considered, in lieu of above
Understanding of equities portfolio construction, risk/return attribution, transaction cost analysis, and portfolio research
Ability to view and react to live portfolios
Experience working with Machine Learning models
Application Process:
Applicants are first screened on their academic and professional record, and progress through online testing and an on-site interview with senior research team members. All applicants are evaluated on problem solving, raw intelligence, creativity, research experience, programming/technical skills and overall general fit.

About Kepler:
Kepler is focused on radical innovation for the world of investment management. We build and invest in cutting-edge technology with the potential to disrupt institutional asset management. As an autonomous division of GIC, one of the world’s largest sovereign wealth funds, Kepler is nimble, and innovative in spirit, but possesses the backing to tackle monumental projects and have an enormous impact across industries. We strive to foster an intellectually challenging environment, where merit and contribution, not seniority, drive the discussion.

About GIC:
Kepler is an autonomous, wholly owned subsidiary of GIC, the sovereign wealth fund of Singapore. GIC has over 1,400 employees managing well over $100B in assets. They have offices in Singapore, New York City, San Francisco, London, Mumbai, Beijing, Shanghai, Seoul, Tokyo, and São Paulo."
Artificial Intelligence Engineer (NYC),"New York, NY",IBKR,None,"Job Description and Responsibilities
We're growing our team - if you're a high-energy, self-starting engineer with hands on experience with Artificial Intelligence, Interactive Brokers is the place for you. We take pride in providing our global client base with cutting-edge trading applications.

Interactive Brokers was founded by a software engineer to rewrite the rules of trading by automating anything and everything. Software development is the lifeblood of our firm, and it shows. Our engineers work with latest technology, command respect in the firm, and have competitive compensation packages.
Develop solutions for real-world, large-scale problems using Artificial Intelligence/Machine Learning; improve deep learning engine that services our brokerage clients: https://ibkr.com/bot
This role bridges the gap between Software Engineer and Research Scientist.
Add more skills to the neural network, define training and validation sets; code automated tests.
Setup feedback learning loop and fine-tune behavior based on customer interactions.
Formulate and run experiments to improve comprehension rate by altering topology, tweaking activation and learning function and alike.
Assist in coding execution engine.
We use Deeplearning4j framework.
Qualifications
At least Bachelor degree (MS or PhD preferred) in Computer Science, Artificial Intelligence, Machine Learning, or related technical field.
Working experience with any major deep learning engine; familiarity with Deep Learning for Java (DL4J) toolkit is a major plus.
Hands on Java coding experience is required; we use Java language for AI models in production and we'd like you to be able to contribute effectively in this setup
Ideal candidate will be skilled in natural language processing, predictive and classification algos.
Technically oriented, proactive, and enthusiastic, with extreme attention to detail.
English written/verbal communication skills.
**This is not a position for which non-US work visa sponsorship will be provided.
Company Overview

Interactive Brokers (""IBKR""), a subsidiary of publicly-traded Interactive Brokers Group, Inc., based in Greenwich, Connecticut (NASDAQ: IBKR) is a low-cost provider of trade execution and clearing services for active traders, institutional investors, financial advisors and introducing brokers. IBKR's premier technology provides electronic access to stocks, options, futures, forex, bonds, and funds worldwide from a single IBKR Integrated Investment account. IBKR is one of the largest online brokers by trade volume and is consistently ranked at the top of its field.
Our employees are part of a dynamic, multinational, fast-paced, results-oriented team working to provide our customers with state-of-the-art trading technology, superior execution capabilities, worldwide electronic access, and sophisticated risk management tools.
Our headquarters are in Greenwich, CT, USA. IBKR has offices in the United States, Canada, the United Kingdom, Switzerland, Hungary, Estonia, Russia, India, Hong Kong, China, Japan and Australia.
IBKR is a member of NYSE, FINRA, and SIPC. Interactive Brokers Group brokerage affiliates are regulated by securities and commodities agencies around the world.
Click HERE to view a short video with a few words from current Interactive Brokers employees.
For more information, please visit www.ibkr.com/info"
Postdoctoral researcher in medical image analysis,"New York, NY 10065 (Upper East Side area)",Memorial Sloan Kettering,None,"Closing Date: Open until filled
Description:
At the department of surgery (HPB services),Memorial Sloan Kettering Cancer Center (MSK), New York we are looking for a highly motivated post-doctoral researcher with interest and expertise in computational imaging, quantitative image analysis, artificial intelligence, and machine learning in precision medicine for abdominal cancers.
For the 28th year, MSK has been named a top hospital for cancer by U.S. News & World Report. At MSK, we’re not only changing the way we treat cancer, but also the way the world thinks about it. The blending of research with patient care is at the heart of everything MSK does. By working together and pushing forward with innovation and discovery, MSK is driving excellence and improving outcomes. As part of the Tri-Institutes (MSK, Weill Cornell Medical College and Rockefeller University), MSK researchers and students enjoy a collaborative, enriching environment and a host of educational and training resources.
Our group aims to perform cutting edge researches to provide better care for patients with hepatopancreatobiliary cancer. We focus on the identification of biomarkers for early detection, diagnosis, prognostication as well as prediction of survival and response to a therapy towards personalized treatment stratification for patients. Our research works are regularly published in top journals. Upon joining the individual will be encouraged for his/her independent carrier pathway.
The ideal candidate should hold a PhD degree in Biomedical/ Electrical/ Electronics/ Computer Engineering or relevant field with prior research experience in medical image analysis of different imaging modalities using classical machine learning as well as deep learning with strong programming skills in MATLAB, Python, R, etc. A good publication record is essential. The candidate should have good communication skills as he/she needs to collaborate with researchers from different backgrounds ---clinicians, surgeons, radiologists, statisticians, pathologists, biologists, etc.
Please submit curriculum vitae, a cover letter, and name and contact details of three referees to
Jayasree Chakraborty, PhD
Assistant Attending
Dept. of Surgery (HPB Services)
Memorial Sloan Kettering Cancer Center
New York, USA
E-mail chakrabj [at] mskcc.org and jayasree [at] gmail.com
Job Type: Full-time
Benefits:
Dental Insurance
Health Insurance
Vision Insurance
Education:
Doctorate (Preferred)
Schedule:
Monday to Friday
Work Remotely:
Temporarily due to COVID-19"
Chatbot / Conversational AI Developer - Deloitte (Remote/Con...,"New York, NY",Experfy,$85 - $125 an hour,"Experfy, a Harvard-incubated on-demand talent platform, is working with Deloitte to build an innovative Future of Work model in which elite consultants work remotely on short-term and long-term projects. Top experts who are selected to become part of Deloitte TalentCloud receive preferred access to contract opportunities that are focused on cutting-edge emerging technologies. We invite candidates to apply to become part of this prestigious community and take advantage of virtual work arrangements.
Position Summary
We seek an experienced Conversational AI Specialist, specializing in designing, architecting and testing chatbots. You will manage and deliver components of client engagements that identify, design, and implement technology and creative business solutions for large companies.
Roles and Responsibilities:
Architect, Position, Design, Develop and Deploy enterprise solutions which include components across the Artificial Intelligence spectrum such as Chatbots, Virtual Assistants, Machine Learning, and Cognitive Services
Manage teams in the identification of business requirements, functional design, process design (including scenario design, flow mapping), prototyping, testing, training, defining support procedures.
Formulate planning, budgeting, forecasting and reporting strategies.
Manage full life cycle implementations.
Develop statements of work and/or client proposals.
Identify business opportunities to increase usability and profitability of information architecture.
Experience with program leadership, governance and change enablement.
Develop and manage vendor relationships.
Lead workshops for client education.
Manage resources and budget on client projects.
Assist and drive the team by providing oversight.
Qualifications
3+ experiences developing and deploying voice and/or text conversational flows for virtual agents or virtual assistants involving IPSoft Amelia, Kore.ai, Nuance Nina, Amazon Lex & Alexa, Dialogflow or IBM Watson
Experienced programming knowledge in both SAS and SQL, Operating system experience with UNIX and relational database knowledge such as ORACLE/TERADATA. SAS/Base, SAS/Stat, SAS/Macro preferred
Strong knowledge of machine learning, deep learning, natural language processing, neural networks, dialog systems, dialog management, and natural language generation
Experience with quantitative modeling (design, development & implementation)
Experience with prototyping tools such as Sketch, Axure, InVision, etc.
Expertise in linguistics
Understands complexity of natural language and conversational experiences
API development experience
Advanced skills in Java/C++, R, Python, etc.
Experience with quantitative modeling (design, development & implementation) using 3+ types of algorithm (e.g., Decision Trees, Naive Bayes Classification, Ordinary Least Squares Regression, Logistic Regression, Support Vector Machines, Ensemble Methods, Clustering Algorithms, Principal Component Analysis, Singular Value Decomposition, Independent Component Analysis)
Preferred Skills:
Bachelor's Degree preferably in linguistics, human-computer interaction, interaction design, communications, psychology, or closely related field
2+ years of consulting experience on AI projects
Expertise in at least one functional application preferred (e.g., Virtual Travel & Hospitality Concierge, Virtual Product Specialists, Virtual Personal Shopper, Virtual Bank Teller & Advisor, Virtual Account Representative, Virtual IT Helpdesk Support, Virtual HR Specialist, Virtual Onboarding Advisor, On-the-job Task and Process Guidance, Corporate Policy Guidance, etc.)
Expertise in 2+ domain preferred (e.g., Customer & Marketing, Finance, M&A, Operations, Pricing, Risk, Supply Chain, Workforce, etc.)
Certification or expertise on at least one of the following platforms: IPSoft Amelia, Kore.ai, Nuance Nina, Amazon Lex & Alexa, Dialogflow or IBM Watson
Experience in Technology, Media, Telecommunications, Consumer (especially transportation) and Financial Services & Insurance a plus
Ability to work independently, manage small engagements or parts of large engagements.
Strong oral and written communication skills, including presentation skills (MS Visio, MS PowerPoint).
Strong problem solving and troubleshooting skills with ability to exercise mature judgment.
An advanced degree in the area of specialization is preferred.
Job Type: Contract
Pay: $85.00 - $125.00 per hour
Experience:
Java/C++/R/Python: 3 years (Required)
Natural Language Processing (NLP): 3 years (Required)
prototyping tools such as Sketch/Axure/InVision: 3 years (Required)
SQL: 3 years (Required)
working with virtual agents - Dialogflow/IBM Watson: 2 years (Required)
working with virtual agents - Nuance Nina/Amazon Lex & Alexa: 2 years (Required)
working with virtual agents such as IPSoft Amelia/Kore.ai: 2 years (Required)
Application Question:
Are you an independent contractor? / Do you have your own business service?
Work Location:
Fully Remote
Benefits:
None
Work Remotely:
Yes"
Research Scientist (Software Security),"Newark, NJ",New Jersey Institute of Technology,None,"The candidate will support research in software security for agility, i.e., software or system transformation for increasing resilience to cyber attacks. The target platforms are traditional hosts (desktop/server) and smartphones. The work will be conducted as part of the Models for Enabling Continuous Reconfigurability of Secure Missions project. A PhD in Computer Science or a related field is required.



Essential Functions:
The candidate will - perform research and development in software maneuvering (e.g., Moving Target Defense), i.e., allowing software to continuously change the attack surface and perform a cost-benefit analysis that balances security, capability, and resource usage. Maneuvering capabilities can be either added to ""stock"" (off-the-shelf) applications, or designing maneuverable applications from the ground up. - perform research and development in Quantifying Software Risk, e.g., using program analysis - write research results in a format suitable for standard academic publication



Essential Characteristics:
Must abide by the university's core values which include excellence, integrity, civility, social responsibility, diversity and communication



Prerequisite Qualifications:
A PhD in Computer Science or a related field is required. Experience with approaches to improving software/system security is required. A record of academic publishing (i.e., papers in relevant academic conferences) is required. Ideally, the candidate would have additional experience/qualifications, BUT THESE ARE SUFFICIENT IN AND OF THEMSELVES: - techniques for reasoning about and manipulating programs, e.g., dynamic analysis or binary/bytecode transformation - smartphone app development/security/reliability - empirical software engineering/mining software repositories - network simulators such as NS3 - machine learning

Preferred Qualifications:
At the university's discretion, the education and experience prerequisites may be excepted where the candidate can demonstrate to the satisfaction of the university, an equivalent combination of education and experience specifically preparing the candidate for success in the position.

FLSA:
Non-Exempt
Part-Time

Special Instructions to Applicants:
The cover letter MUST EXPLICITLY STATE the candidate's experience with software security and its relevance to the MACRO project, as well as any other additional qualifications that make the candidate suitable for this position."
Analyst,"Jersey City, NJ",DIA Associates,None,"We are looking for talented individuals to join our growing team. As an Analyst, you have opportunities to work on a variety of high-profile projects under the mentorship of senior consultants and in collaboration with key decision-makers in Fortune 500 companies. You will enjoy working with rich data, cutting-edge analytics and technology and have the ability to see your insights turn into real business impact on a regular basis. A successful candidate will be technically sophisticated, motivated, methodical, hard-working and full of intellectual curiosity.

Responsibilities:
Integrate, transform, validate and reconcile large amounts of data.
Drive critical decision making by conducting various type of analyses (e.g. segmentation, profiling, modeling).
Research, design and implement novel, scalable machine learning algorithms in big data environments.
Deliver results packaged in client-ready format in a timely and efficient manner.
Communicate key insights and results to clients.

Requirements:
Master’s degree or higher from a quantitative field - computer science, engineering, mathematics, econometrics, operations research, statistics of others.
Solid analytical skills in analyzing, visualizing and interpreting data, and deriving insights.
Ability and desire to learn quickly and attention to detail.
Strong initiative, self-motivation and ability to work in teams.
Excellent verbal and written communication skills.
Flexibility to travel and adaptability to different working circumstances.
Familiarity with one of the following programming languages: Python, SAS, R, C++, Java.
Experience with Hadoop, Spark and other distributed big-data framework is a plus.

To apply: Send required documents to jobs@diaassociates.com in Microsoft Word or PDF format.
1. Cover Letter
2. Resume"
