Title,Location,Company,Salary,Description
NLP Machine Learning Engineer,"New York, NY 10010 (Flatiron District area)",Samsung NEXT,None,"This role is part of the Whisk team within the Samsung NEXT Product organization.
Whisk has built a multi-sided marketplace over the past 7 years that delivers value to each member of the network such as Publishers, Retailers, IOT & Health, and Brands. Whisk also has a consumer experience, my.whisk.com for shopping lists, saved recipes, and other potential experiences. Whisk joined Samsung NEXT in March and there are plans to invest more heavily in the platform, to scale the business and grow each aspect of the network (publisher, retailer, IoT, Health, Brands, & B2C). Each investment should not only add value to its own experience but also to the network of partners overall.
About NEXT Product
The NEXT Product organization is a hyper-growth startup within Samsung NEXT. We're a globally distributed product development team in search of builders and creators to help conceive, grow and scale new products and categories.
Successful candidates, at all levels within the organization, will: approach all things team-first, take ownership and ""be the change you seek"", have strong written and verbal communication skills, have high EQ, enjoy fast-paced, outcome-driven environments and be inspired to learn and explore daily both inside and outside of your field of expertise.
The Role
As a NLP Machine Learning Engineer, you will build ML-based systems, tools, and services to improve Whisk's Food Genome (https://whisk.com/cognitive-food-platform/) and to produce highly relevant and personalized recommendations. We are looking for a candidate that has industry experience with a range of Machine Learning disciplines (NLP) and has worked with large data sets, specifically understanding and representing semantics. Experience with the food industry is a plus. This position is located in our New York office.
Responsibilities
Work closely with our Data team to extend and improve our Food Genome by applying NLP based methods to this complex domain
Build models to generate food recommendations and personalized offering based on user behavior
Design, develop, test, deploy, maintain and improve ML models/infrastructure and software that uses these models
Manage individual project priorities, deadlines and deliverables
Required Qualifications
MS degree in Computer Science or a related quantitative field
5+ years of experience in one or more of the following areas: machine learning (NLP), recommendation systems
Experience with machine learning frameworks such as TensorFlow or Keras
Experience working in an Agile environment and within a distributed team
Bonus Points
Ph.D. degree in Computer Science or a related quantitative field
Research experience in Natural Language Processing or Deep Learning
About Samsung NEXT
Samsung NEXT champions builders and founders inventing a more purposeful future. We attract, develop, and celebrate diverse talent with world-class capacity to transform ideas into realities at scale. We prioritize experiences over things and are dedicated to thoughtfully integrating the physical and digital worlds… and we accelerate Samsung's vision to inspire the world.
Founded in 2012, Samsung NEXT has four key functions in the global software ecosystem:
Product - Building new software and services businesses, at scale.
Venture - Investing in early-stage startups to help entrepreneurs build and scale their businesses.
Partnerships - Helping startups successfully partner with the variety of businesses within Samsung.
M&A - Acquiring startups to connect and scale with our businesses.
At Samsung NEXT, we hold the steadfast belief that diversity and inclusion is essential to realize our mission and is a must-have for us to do our best work. We are proud to be an Equal Employment Opportunity employer and do not discriminate on the basis of race, color, ancestry, national origin, citizenship, religion, sex, sexual orientation, gender identity, age, ability, marital status, veteran status, or any other legally protected status.
We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.
#LI-EO1"
Lead Senior Data Science,"New York, NY",The Trade Desk,None,"WHO WE ARE:
The Trade Desk is a global technology company with a mission to create a better Internet for everyone through principled, intelligent advertising. We help the world's biggest brands reach consumers, and our platform funds content providers and publishers who keep the global Internet free and open for everyone.
Handling over 600 billion queries per day (more than 100X the query volume of search globally), our platform operates at unprecedented scale and generates massive amounts of data. We have also built something even stronger and more valuable: an award-winning culture based on trust, empathy, collaboration, and ownership. By working together across typical dividing lines, we are better as a team than any of us could be apart.
Do you have a passion for solving hard problems at scale? Are you eager to join a trust- based, globally-connected team, where your contributions will make a meaningful difference?
Come and see why Fortune Magazine recently named The Trade Desk among the best small to medium-sized workplaces in the US.
WHO WE ARE LOOKING FOR:
You have a sustained track record of making significant, self-directed, and end-to-end contributions to large and impactful machine learning projects. You think beyond just the task at hand to deeply understand the 'why' behind what you are doing.
You are a driver. You will be driving technical projects and providing leadership in a ground-breaking and fast-paced environment. This includes task planning and conducting code reviews, as well as individual code contribution.
You have a strong sense of data intuition. At our scale, many off-the-shelf modeling techniques (open source and enterprise) simply don't work. You are able to work from first principles and intuition to develop solutions and adapt them to a unique environment.
You are a broadly skilled data scientist with experience embedding models into always-on production systems, working across a variety of technologies and data sources.
You have a product-focused mindset. You have the passion and ability to contribute to the process of discovering what will delight our clients and push forward one of the world's largest and most influential industries toward a vision of openness, transparency, and evidence-based decision-making.
You work with confidence and without ego. Our data scientists have deep knowledge and exercise a high degree of leadership in their daily work. You have strongly-held, defensible ideas, and advocate for what you believe is right. You are also adept at identifying and evaluating trade-offs, willing to be proven wrong, and quick to walk through fire to support your fellow teammates.
You value, seek out, and foster diversity. We are a global team from many diverse backgrounds, with different experiences and perspectives. To complement this team, you will welcome ideas that are different from your own and be skilled at finding and building from common ground.
You are a creative thinker, not bound by ""the way things have always been done."" What you know is less important than how well you learn and innovate. We don't need data scientists who know all the answers; we need data scientists who can invent the answers no one has thought of yet, to the questions yet to be asked.
WHAT YOU WILL BE DOING:
Lead Senior Data Scientists serve both as technical individual contributors and people managers. You will be responsible for owning a technical area as well as building and nurturing a team.
Lead Senior Data Scientists are end-to-end owners. You will participate actively in all aspects of designing, researching, building, and delivering data-focused products for our clients.
Our Data Science team is embedded into nearly a dozen individual, mission-focused engineering teams working across a wide spectrum of technological and scientific challenges. You will have the opportunity, depending on your interests and background, to own problems related to natural language processing and machine learning over hundreds of millions of web pages, graph mining and algorithmic optimization on petabytes of data, and causal inference with missing data - to name a few.
Lead Senior Data Scientists contribute to more than our product – they build up our team. Through a combination of mentoring, technical leadership, and direct people-management, they make others better and raise the bar for those around them.
WHAT YOU BRING TO THE TABLE:
You have an abundance of intellectual curiosity and are enthusiastic to learn (and teach) new technologies / techniques.
You are you comfortable working on an agile, distributed team spanning multiple time zones and continents.
You are able to communicate effectively across both technical and non-technical audiences.
You have over 10 years of experience working in a data-driven role, including leading large and impactful technical projects. You may have an advanced degree in a quantitative field, but it's not a requirement. What and how you can contribute is what's most important to us which is why our consideration is not limited by the level of education you have.
You have experience with big data technologies such as Spark or AWS; are able to write efficient SQL; and are proficient in one or more of the following programming languages: R, Python, Java, or Scala. Variety of technical challenge is one of the best things about working at The Trade Desk as a data scientist though which is why we do not expect you to know every technology we use when you start. What we care about is that you can learn quickly and solve complex problems using the best tools for the job.
The Trade Desk does not accept unsolicited resumes from search firm recruiters. Fees will not be paid in the event a candidate submitted by a recruiter without an agreement in place is hired; such resumes will be deemed the sole property of The Trade Desk. The Trade Desk is an equal opportunity employer. All aspects of employment will be based on merit, competence, performance, and business needs. We do not discriminate on the basis of race, color, religion, marital status, age, national origin, ancestry, physical or mental disability, medical condition, pregnancy, genetic information, gender, sexual orientation, gender identity or expression, veteran status, or any other status protected under federal, state, or local law."
"Applied Scientist, Machine Learning (BK or SF)","Brooklyn, NY 11201",Etsy,None,"Company Description

As an Etsy employee, you can do the work you love, be yourself, and make an impact in the lives of millions. Our commitments to diversity and inclusion, team culture and the spaces where we work all reflect our mission to keep commerce human.

Job Description
Etsy is an international marketplace with 65M+ handmade and vintage items from passionate artists, designers and vintage collectors. Our Data Science & Machine Learning (DSML) powers machine learning driven systems and solutions to help our 45M+ buyers navigate Etsy’s diverse and unique inventory of over 65M items.

In the DSML org, Applied Scientists work closely with product teams to develop custom machine-learning models that can drive product vision and customer impact. We are looking for individuals who are product and delivery-driven, and are passionate about making ML innovations in the areas of Ranking, Recommendations, Computer Vision, Natural Language Processing, Information Retrieval, and Computational Advertising to help improve the Etsy buyer/seller experience.

Example Projects:
Develop state-of-the-art embeddings to capture salient signals of our users and listings, including aspects like content, function, budget, and preferences.
Extract image features from our 300M+ listing images that capture semantic content, aesthetic style, material, and more
Implement and compare supervised learning models (LR, GBDT, and DNNs), or ensembles of models, to improve key metrics, often with multiple competing objectives
Develop models with custom architecture or objective functions that target Etsy-specific problems, such as revenue optimization, ads bidding strategies, ads budget pacing, seller fairness, seasonality, multi-objective optimization, etc.

What You'll Do:
Push the state of the art and apply the latest advances in deep learning and machine learning to improve buyer and seller experiences on Etsy
Prototype, optimize, and productionize large-scale ML models that help deliver key results
Conduct A/B experiments to validate the effectiveness of ML models and pipelines
Work closely with product managers, ML engineers, full-stack engineers, and designers on product teams to deliver content to tens of millions of users
Share impactful and innovative work in the wider ML research community, including presenting at top-tier ML/DS conferences such as: KDD, WSDM, WWW, Recsys, etc.

Basic requirements:
You have a track record of applying machine learning techniques in addressing real-world problems
You have focused expertise in one of the following fields: natural language processing, reinforcement learning, deep learning, or computer vision.
You have solid software development skills. You are comfortable with using git, Linux environments, dockers, and other tools for writing robust, production-ready code.

Preferred requirements:
You have a Ph.D. degree in Computer Science or related engineering fields, or 5+ years of practical machine learning experience.
You have published at peer-reviewed conferences, such as ICML, KDD, SIGIR, WSDM, etc. or you have given talks/tutorials in the industrial conferences like Spark Summit.
You have experience using Google Cloud Platform.
You have experience in building production search, recommendations, advertising, or general e-commerce systems.

Qualifications

null

Additional Information

At Etsy, we believe that a diverse, equitable and inclusive workplace makes us a more relevant, more competitive, and more resilient company. We welcome people from all backgrounds, ethnicities, cultures, and experiences. Etsy is an equal opportunity employer. We do not discriminate on the basis of race, color, ancestry, religion, national origin, sexual orientation, age, citizenship, marital or family status, disability, gender identity or expression, veteran status, or any other legally protected status. We will ensure that individuals with disabilities are provided a reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. While Etsy supports visa sponsorship, sponsorship opportunities may be limited to certain roles and skillsets."
Specialist Developer,"Jersey City, NJ 07302 (The Waterfront area)",BNY Mellon,None,"As a global investments company, BNY Mellon can act as a single point of contact for clients looking to create, trade, hold, manage, service, distribute or restructure investments, and safeguards nearly one-fifth of the world's financial assets. Every day, our Technology employees make this happen while also seeking out new ways to do it more efficiently and effectively.

As part of BNY Mellon’s global Technology organization, you’ll have the opportunity to engage with some of the best and brightest, technology, business, and financial minds to find new and better ways to exceed our clients’ expectations and build the future of financial services. With more than 230 years of industry leading experience under our belts, you might even say that we are the original fintech. Clearing, Markets & Issuer Services Technology (CMIST) is responsible for application development and support for more than 350 critical business systems including Repo Edge (collateral management), Enterprise Payment Hub (multi-currency payment processing), and Broker Dealer Clearance (securities clearing). Treasury Services Technology (TST) within CMIST leads the development and maintenance of state-of-the-art technology solutions for the Treasury Services business. TST is aligned with the business into five sub-segments including: Global Payments, Information & Liquidity, Payments and Receivables, Enterprise Financial Messaging (EFM) and Trade Services. Because of TST’s industry-leading solutions, BNY Mellon is the first bank to participate in Real-Time Payments processing and provide full transparency into the status of payments.

Emerging Technology team within Treasury Services Tech is considering hiring a Machine Learning Engineer for their ongoing projects. Following are the responsibilities:

Responsibilities for Machine Learning Engineer

Work with stakeholders throughout the organization on opportunities that have been identified and prioritised.
Mine and analyse data from different business applications within bank and identify potential business insights that can be leveraged by our business teams.
Build predictive modelling capabilities to support specific technical and business outcomes.
Coordinate with technical and functional teams to implement models into production regions.
Develop processes and tools to monitor and analyse model performance and data accuracy.
Specialist Developer->> Provides application software development services or technical support in more complex situations. May also be responsible for requirements gathering and BRD/SRD preparation. Has thorough knowledge of the Software Development Life Cycle. Conducts reviews of the test Plan and test Data. May allocate/ coordinate work within a team/project. Analyzes, defines and documents requirements for data, workflow, logical processes, hardware and operating system environment, interfaces with other systems, internal and external checks, controls, and outputs using BNY Mellon's standard development methodology. Coordinates coding, testing, implementation and documentation of solution. Ensures that expected application performance levels are achieved. Contributes to defining time tables and project plans. Analyzes and estimates feasibility, cost, time, and compatibility with hardware and other programs. Conducts analysis of organizational needs and goals for the development and implementation of application systems. Proposes innovative, creative technology solutions. Contributes to the achievement of related teams' objectives.
Qualifications
This person filling this position will need to have a wide range of technical competencies including machine learning, natural language processing, coding languages such as Python/R etc, relational database querying, and reporting technologies. This person will need to utilize their analytical, statistical, and programming skills to collect, analyse, and interpret large data sets from bigdata data bases such as Mongo / Hadoop.. This person will then use this information to develop data-driven solutions to the banks business challenges. This person must have strong experience using a variety of data mining/data analysis methods using a variety of data tools, build and implement models & algorithms and creating/running simulations. This person must be comfortable working with offshore / onsite technical teams and functional teams.
Preferred Qualifications
At least one demonstrable analysis that was performed by the candidate on data from 3rd party data providers such as Google Analytics, Site Catalyst, Coremetrics, Adwords, Crimson Hexagon, Facebook Insights, etc.
10 years of experience manipulating data sets and building statistical models, has a Master’s or PHD in Statistics, Mathematics, Computer Science or another quantitative field.
Strong problem solving skills with an emphasis on product development.
Experience using statistical computer languages (R, Python, etc.) to manipulate data and draw insights from large data sets from big data databases such as Mongo , Hadoop etc.
Knowledge of a variety of machine learning techniques (deep learning, clustering, decision tree learning, artificial neural networks, GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis etc.) and their real-world advantages/drawbacks.
Experience with cloud tools & frameworks such as H20, Tensorflow, PyTorch etc.
Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc.
Experience visualizing/presenting data for stakeholders using: Periscope, Business Objects, D3, ggplot, etc.

Bachelor's degree in computer science engineering or a related discipline, or equivalent work experience required, 6-8 years of experience in software development required, experience in the securities or financial services industry is a plus.
BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer.
Minorities/Females/Individuals With Disabilities/Protected Veterans.
Our ambition is to build the best global team – one that is representative and inclusive of the diverse talent, clients and communities we work with and serve – and to empower our team to do their best work. We support wellbeing and a balanced life, and offer a range of family-friendly, inclusive employment policies and employee forums.

Primary Location: United States-New York-New York
Internal Jobcode: 45144
Job: Information Technology
Organization: Clearing Markets ISS Svcs Tech-HR16624
Requisition Number: 2003004"
NLP/ML Software Engineer,"New York, NY",eBrevia,None,"Compensation: Competitive based on experience
Desired Start Date: Immediately
Location: New York, NY
Position Description:
You will lead eBrevia’s initiatives to advance its core intelligent document analysis web application and push the frontier of NLP / machine learning capabilities on text datasets.
Responsibilities:
Design experiments and evaluate and implement models to process legal language, including document classification, information extraction, resolving references, and anomaly detection.
Translate successful experiments into production-quality code.
Work independently to design and implement new NLP-based features. Consult with subject matter experts and understand how to apply NLP/ML techniques to solve their business problems.
Qualifications:
Strong academic background, with a Bachelors, Masters or PhD in Machine Learning, Natural Language Processing or related discipline. Publications in relevant journals is a strong plus (ACL, NIPS, ICML).
Demonstrated coding expertise in any major language, plus experience with version control tools. Experience building large scale data or text-processing pipelines beyond academic projects.
Ability to communicate complex technical ideas clearly to technical and non-technical audience.
Additional mathematics/statistical background a plus.
Ability to design new functionality or improve product with little guidance.
Application Information:
Please submit your resume to careers@ebrevia.com."
Senior Data Scientist,"New York, NY",Amazon.com Services LLC,None,"Bachelor's Degree
5+ years of experience with data scripting languages (e.g SQL, Python, R etc.) or statistical/mathematical software (e.g. R, SAS, or Matlab)
4+ years working as a Data Scientist

Amazon is building a world class advertising business and defining and delivering a collection of self-service performance advertising products that drive discovery and sales of merchandise. Our products are strategically important to our Retail and Marketplace businesses driving long term growth. We deliver billions of ad impressions and millions of clicks daily and are breaking fresh ground to create world-class products.

Our team's mandate is to accelerate advertising in the Books category as it requires a differentiated customer and advertiser experience. We own end-to-end the advertising experience including placements, ad relevance, creative, ad serving, advertiser experience, and marketing. We are looking for entrepreneurial, innovative individuals who thrive on solving tough problems. We are investing in a deep science and technical team to pursue a transformation opportunity.

About this role:
We are seeking a talented, energetic, entrepreneurial, and self-driven Senior Data Scientist to join our team. Our team works on complex science, engineering, optimization, econometric, and user-experience problems in order to deliver relevant product ads on Amazon search and detail pages world-wide. Leveraging Amazon's massive data repository, our data scientists develop experiments, insights and optimizations that enable the monetization of Amazon online and mobile search properties while enhancing the experience of Amazon shoppers.

In this role, you will:
Solve new and challenging problems using statistical, Machine Learning, or optimization approaches to create measurable customer facing impact.
Translate prototype models to production quality, scaling to millions of customers and across different languages.
Design experiments leveraging your models to measure effectiveness.
Work closely with product, business and engineering teams to execute on your project plans.
Communicate verbally and in writing to senior leaders with various levels of technical knowledge, educating them about your approach, as well as sharing insights and recommendations.
Drive best practices on the team; mentor and guide junior members to achieve their career growth potential.

Masters or PhD Degree in Statistics, Applied Mathematics, Computer Science, Operations Research, Economics or a related quantitative field.
Experience in the Ad-Tech industry
Experience building content based recommendation models
Experience in NLP techniques
Excellent verbal and written communication skills with the ability to effectively advocate technical solutions to research scientists, engineering teams and business audiences.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

#sspajobs #sspasv #adsto #booksvert"
Data Science Services & Platform Data Sr. Manager,"Jersey City, NJ",Brown Brothers Harriman,None,"At Brown Brothers Harriman, we believe no job is too big or small for any of us to handle if it helps our clients. We value passionate, committed people who enjoy collaborating with others to find new solutions to complex business challenges. We are looking for the type of person who speaks their mind, truly listens and steps outside their role to add value wherever they can. Someone who is driven to get things done and views obstacles as an exciting challenge that demands a creative solution. Above all, we seek someone who takes great pride in their work and is inspired and motivated by their role in protecting and enhancing our clients financial well-being.
If you are looking for an entrepreneurial environment where you can learn and thrive, Brown Brothers Harriman is the right place for you
As our Data Science Services â€“ Platform Data, Senior Manager you will be essential to automation and product innovation by combining the power of our vast gamut of internal data assets with 3rd party structured and non-traditional sources of data. You will build the advanced analytics and business intelligence strategy and roadmap and collaborate with technology and data teams to establish the enabling technologies. You will be instrumental in creating new business value by leveraging data across BBH and within BBH Systems to extend our capabilities in data science, artificial intelligence, and machine learning. You will leverage data science and business intelligence to meet the needs of BBH and our clients by developing new products to meet their evolving needs. At BBH, data is at the center of everything we do, and we are the leader in a privately-held financial institution that has been a thought leader and solutions provider for over 200 years.

Responsibilities

The Data Science Services â€“ Platform Data, Senior Manager will be expected to bring your machine learning, NLP, NLG, statistical analysis, programming and scripting capabilities, combined with exceptional communication skills learning engineer that will help us setup and grow this practice in the bank. The role will advance our data science and business intelligence capabilities, broaden exposure to analytical toolkits and alternative data assets within the BBH organization and be an active contributor to the BBH Global data scientist community.

Hands-on Leadership Capabilities
Drive, collaborate and align with internal stakeholders and our clients to identify and build solutions in the next generation analytics space.
Lead a bold agenda around the use of our data assets, both in the traditional and alternative data domains, in new creative ways.
Promote and teach the use of big data and machine learning tools.
Engage with various technology and data teams to design the optimal data architecture for a new scale platform and infrastructure to support data and advanced analytics.
Building a Strong Data Science Team
Build, manage, inspire, and coach a high impact data science team to develop quantitative models (predictive, sentiment etc.) using NLP, NLG, machine learning, or data mining techniques to create business value.
Build a culture of innovation and focus the team to be product-driven
Executing On Our Priorities
Drive value to the broader business. Develop and communicate goals, strategies, tactics, project plans, timelines, and key performance metrics to align with multiple internal stakeholder departments
Utilize your knowledge of advanced technologies to develop commercially viable product ideas, to maximize growth, customer value, and internal value for our analysts.
Deliver data science solutions, including managing and prioritizing data science and business intelligence requests and turning them into clearly defined projects for the team, with well-defined parameters and deliverables.
Build strong and effective relationships with key stakeholders and serve as strategic advisor to multiple functional areas across the organization. Builds rapport with senior leaders to achieve departmental objectives.
Experience & Qualifications
Strong leader of people and change agent to guide transformation from a data and content organization to a high performing, customer-focused content organization functioning as one team.
Act as member of the Data and Content Organization Leadership team, working closely with stakeholders across Ratings and the divisions, integrating Ratings into the BBH Data strategy, including use of best practices, capabilities and global frameworks
Place people and culture first in all that we do, using Lean Leadership and Management tools, build an empowered culture and inspiring workplace evidenced through employee engagement surveys and talent-led SMART goal setting
Lead, mentor, and develop a high performing team of content leaders, with a shared growth mindset, covering all content areas across the company that can deliver content to customers (internal & external) effectively across the end-to-end pipeline
Masterâ€™s degree in a quantitative discipline, finance or equivalent experience preferred.
Detailed knowledge (10+ years) in multiple data domains â€“ familiarity with, and knowledge of financial data assets, as well as application of alternative data assets (such as geo-spatial data, social media, sensor signals, etc.) in advanced analytics.
Expert theoretical knowledge of machine learning modeling techniques and advanced applied skills in developing predictive targeting models within distributed computing platforms such as Hadoop, AWS, Azure, GCP using tools like Spark, Scala, SAS, R, Python, Bayesia, H2O, Storm, Yarn, Kafka,
Worked with analytics and visualization tools such as Alteryx, SPSS, Qlik, Tableau, MicroStrategy etc. Must be well versed in languages such as SQL, Python, R.
Proven track record evaluating ideas and developing tests/prototypes to prove out which are most likely to succeed.
Prior experience developing and managing products, with proven track record for owing the end-to-end â€œbusiness development life cycleâ€ for products, taking them successfully from concept to launch and continuous improvement
Strong understanding of machine learning, statistical and probability analysis, predictive modeling and hypothesis testing.
Thought leader of data science. Must be skilled at representing BBH in external forums (conferences, industry meetings) as well as at promoting advanced analytics to internal constituents across the enterprise. Must possess cross-cultural sensitivity and be able to work in an international team including managing offshore and outsource resources.
Ability to translate strategic imperatives at the macro level into specific initiatives and priorities for operational creation and execution.
Must have good operational skills as well as strategic understanding of business and product requirements.
Knowledge of financial engineering and quantitative modeling operations, preparation of budgetary plans, operational plans, forecasting activities.
Thorough knowledge of technology systems; has the ability to work with development teams to ensure on-time, on-budget delivery of effective database technology.
A thorough understanding of applied statistics including sampling approaches, time series analysis and data mining techniques
Continuously monitor and keep abreast of tools, methodologies, data, and competitive movement and respond with strategies and tactics to maintain or alter strategy.
Nice to Have
Experience with banking and financial industry reporting especially in Fund Services
Experience working with ERWIN data modeler
What We Offer
A collaborative environment that enables you to step outside your role to add value wherever you can
Direct access to clients, information and experts across all business areas around the world
Opportunities to grow your expertise, take on new challenges, and reinvent yourselfâ€”without leaving the firm
A culture of inclusion that values each employeeâ€™s unique perspective
High-quality benefits program emphasizing good health, financial security, and peace of mind
Rewarding work with the flexibility to enjoy personal and family experiences at every career stage
Volunteer opportunities to give back to your community and help transform the lives of others"
"Software Engineer, Machine Learning - Algorithmic Targeting","New York, NY",The New York Times,None,"More than 100 million digital readers come to The New York Times every month. The Algorithmic Targeting team guides those readers across different points of the user experience. We leverage machine learning in the software we build and deploy to optimize many facets of engagement, subscription, and retention.
We are looking for a Software Engineer who will help develop machine learning pipelines and backend infrastructure to deliver batch and real-time algorithmic targeting capabilities.
By joining our team, you will be using your skills to strengthen a company whose mission matters more than ever. You’ll help ensure that the journalism of a 1600 person newsroom reaches as many people as possible. We, in the technology organization, are constantly inspecting ourselves to improve our culture , understand how we work and be open about how we build things hoping to learn more from others . We believe in a truly diverse environment and we work very hard to make it happen . We value everyone’s ideas and encourage people to bring their ideas out .
Check out the Times Open blog , follow @nytdevs on Twitter , or join us at one of our meetups to see what else we’re up to.
Some of the challenges we explore are:
How does a specific user experience change as a function of the data we have?
How can we best mix active and passive signals to generate a more personalized experience for our users?
How can we efficiently productionalize machine learning solutions at scale across the company?
How can we design flexible and reliable pipelines and frameworks to respond to users in real time?
Requirements:
2+ years of relevant experience, including a strong CS background and a track record of running large systems in a production environment
Strong development skills in Python (Go skills are a plus)
Experience with cloud computing platforms like AWS, GCP or Azure
A good understanding of data processing, validation, and scheduling requirements necessary in an ML production environment
Experience in delivering results in cross-functional projects
Strong interest in ML, NLP, or personalization
Desire to work with colleagues as a team
Desired:
Experience with machine learning in real applications
Visualization skills to provide insights on data
Open source work you can share with us
Published work (blogs count too)
You don’t need to know it all, but be willing to learn.
Benefits and Perks:
Support our original, independent and reported journalism.
We provide great health, dental, vision and life insurance for employees and their families
We support responsible retirement planning with a generous 401(k) company match.
We offer a great parental leave.
We are committed to career development and ongoing learning supported by a formal mentoring program as well as $8,000 annually for tuition reimbursement.
We have frequent panel discussions and talks by newsmakers and industry leaders.
Join a community committed to the richness of diversity, experiences and talents in the world we cover, supported by a variety of employee resource groups.
#LI-AM1
The New York Times is committed to a diverse and inclusive workforce, one that reflects the varied global community we serve. Our journalism and the products we build in the service of that journalism greatly benefit from a range of perspectives, which can only come from diversity of all types, across our ranks, at all levels of the organization. Achieving true diversity and inclusion is the right thing to do. It is also the smart thing for our business. So we strongly encourage women, veterans, people with disabilities, people of color and gender nonconforming candidates to apply.
The New York Times Company is an Equal Opportunity Employer and does not discriminate on the basis of an individual's sex, age, race, color, creed, national origin, alienage, religion, marital status, pregnancy, sexual orientation or affectional preference, gender identity and expression, disability, genetic trait or predisposition, carrier status, citizenship, veteran or military status and other personal characteristics protected by law. All applications will receive consideration for employment without regard to legally protected characteristics. The New York Times Company will consider qualified applicants, including those with criminal histories, in a manner consistent with the requirements of applicable state and local ""Fair Chance"" laws."
"Machine Learning Applied Scientist, Amazon Advertising","New York, NY",Amazon.com Services LLC,None,"PhD or equivalent Master's Degree plus 4+ years of experience in CS, CE, ML or related field
2+ years of experience of building machine learning models for business application
Experience programming in Java, C++, Python or related language

Amazon is building a world class advertising business and defining and delivering a collection of self-service performance advertising products that drive discovery and sales of merchandise. Our products are strategically important to our Retail and Marketplace businesses driving long term growth. We deliver billions of ad impressions and millions of clicks daily and are breaking fresh ground to create world-class products.

Our team's mandate is to accelerate advertising in the Books category as it requires a differentiated customer and advertiser experience. We own end-to-end the advertising experience including placements, ad relevance, creative, ad serving, advertiser experience, and marketing. We are looking for entrepreneurial, innovative individuals who thrive on solving tough problems. We are investing in a deep science and technical team in the heart of NYC to pursue this exciting opportunity.

About this role:
We are seeking a talented, energetic, entrepreneurial, and self-driven Applied Scientist with a background in Machine Learning to join our team. In this role, you will optimize serving ads on billions of product pages. The solutions you create would drive step increases in coverage of search and brand ads across the retail website and ensure relevant ads are served to Amazon's customers. You will directly impact our customers’ shopping experience while helping our sellers get the maximum ROI from advertising on Amazon. You will be expected to demonstrate strong ownership and should be curious to learn and leverage the rich textual, image, and other contextual signals.

This role will challenge you to utilize cutting-edge machine learning techniques in the domain of predictive modeling, natural language processing (NLP), deep learning, reinforcement learning, query understanding, and vector search (kNN) to deliver significant impact for the business. Ideal candidates will be able to work cross functionally across multiple stakeholders, synthesize the science needs of our business partners, develop models to solve business needs, and implement solutions in production.

Experience building content based recommendation models.
Experience in NLP techniques.
Excellent verbal and written communication skills with the ability to effectively advocate technical solutions to research scientists, engineering teams and business audiences.
Experience in the Ad-Tech industry.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

#sspajobs #sspasv #adsto #booksvert"
Machine Learning Engineer,"New York, NY",Landover Associates,None,"Our client, a Financial Data and Software company is seeking a Machine Learning Engineer. Comprised of engineers and scientists, the Machine Learning Team develops scalable ML platforms and systems.
The successful candidate will develop new machine learning methods for financial applications, such as intelligent searching and predictive analytics. Machine learning techniques will include supervised, unsupervised, deep learning and time series analysis. In addition to using existing models, you will develop new techniques. The candidate will help in the identification and solution of new problem areas and research technical details to build innovative products and solutions.
Key Responsibilities
Research and development of systems with natural language analysis, information retrieval, and financial predictive analytics within a varied technology environment."
