Title,Location,Company,Salary,Description
Software Engineer/Data Engineer,"New York, NY 10017 (Midtown area)",BlueVoyant,None,"Ideally, the successful candidate will be located near our NYC or College Park, MD office. However, there is the opportunity to work remotely based on role and level.
Software Engineer/Data Engineer
BlueVoyant is seeking a Software Engineer/Data Engineer to help us build a data analytics platform powerful enough to protect some of the world's biggest networks, and nimble enough to adapt to a quickly evolving product vision. We are solving interesting, exciting, and important problems with smart people.
Qualifications for the Software Engineer/Data Engineer:
Strong hands-on programming skills, with expertise in multiple implementation languages/frameworks including a subset of Python, Java, and Scala with delivery background in middleware, and backend implementations.
Familiarity with large-scale, big data, and streaming data technologies, as well as exposure to a variety of structured (Postgres, MySQL) and unstructured data sources (Elastic, Kafka, and the Hadoop ecosystem) as implemented at Internet-scale.
Experience writing and optimizing streaming and batch analytics.
Experience with Agile frameworks, secure software design, test-driven development, and modern, container-delivered code deployment in a cloud-based DevOps environment.
BS/BA in Computer Science, Engineering, or relevant field experience.
What you will do as a Software Engineer/Data Engineer:
Work closely with analysts to transform threat analytics into production-level code.
Actively contribute to application architecture and product vision.
Participate in requirements gathering and transformation from prototype to product design.
Participate in daily development stand-up meetings and regular sprint planning and product demo meetings.
Help us stay current on the latest data processing tools and trends.
Ideal candidates will:
Thrive in our small, fast-paced, product-driven environment
Collaborate with teams from across the organization
Deliver features and fixes on tight schedules and under pressure
Present ideas in business-friendly and user-friendly language
Create systems that are maintainable, flexible and scalable
Define and follow a disciplined development and engineering workflow
Demonstrate ownership of tasks with escalation as needed
Be a subject matter expert in one or more of the technologies employed
Relentlessly push for successful customer outcomes
Possess a strong interest or background in cyber security
General responsibilities include:
Participate in all stages of an agile software development lifecycle, including product ideation, requirements gathering, architecture, design, implementation, testing, documentation, and support
Refine our software development methodology based on agile/lean practices with continuous feedback and well-defined metrics to drive improvement
Maintain up-to-date knowledge of technology standards, industry trends, emerging technologies, and software development best practices
Ensure technical issues are quickly resolved and help implement strategies and solutions to reduce the likelihood of reoccurrence
Identify competitive offerings and opportunities for innovation including assessments of risk/reward to the company.
About BlueVoyant
BlueVoyant is a global cybersecurity firm that provides Advanced Threat Intelligence, for large companies and a comprehensive Managed Security Service and Professional Services for small businesses, powered by one of the largest commercially available cyber threat databases in the world.
By working with BlueVoyant, companies can gain unique and far-reaching visibility into malicious activity on their networks, in the dark web and across the internet, as well as real-time, automatable remediation services. Through our unique real-time external threat monitoring, predictive human and machine-sourced intelligence, and proactive managed security and incident response, BlueVoyant offers the private sector exceptional cyber defense capabilities.
Co-founded by CEO Jim Rosenthal, former Chief Operating Officer at Morgan Stanley, and Executive Chairman Tom Glocer, former Chief Executive Officer at Thomson Reuters, BlueVoyant has attracted a management team that comes from the world's preeminent intelligence, law enforcement, and private sector organizations. Other leaders include:
Jim Penrose, COO, former EVP at Darktrace with 17 years at the NSA in key leadership roles.
Robert Hannigan, Chairman of BlueVoyant International, former Director of GCHQ.
Gad Goldstein, President BlueVoyant International and Chairman of BlueVoyant Israel, former division head in the Israel Security Agency, Shin Bet.
Austin Berglas, Global Head of Professional Services, former head of the FBI's New York Cyber Branch.
Milan Patel, Chief Client Officer, former CTO of the FBI Cyber Division.
Ron Feler, Global Head of Threat Intelligence and Operations, former Deputy Commander of Unit 8200, the cybersecurity division of the Israel Defense Forces.
Mike Wertheimer, Senior Advisor, former Research Director of NSA
Bill Crumm, Senior Advisor, former NSA SIGINT Director and former Cybersecurity Head, Morgan Stanley.
Jim Bieda, Senior Advisor, former NSA Deputy CTO.

All employees must be authorized to work in the United States or Israel. BlueVoyant provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, BlueVoyant complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities.

fZzYqhYXzr"
"Business Finance, Senior Associate","New York, NY 10011 (Chelsea area)",Symphony,None,"At Symphony, we're on a mission to help people communicate, collaborate and enjoy their work. Our secure messaging and collaboration platform is changing the way people collaborate for critical business processes. Our customers are a 'Who's who' of the financial sector and are using Symphony as the centerpiece of their digital transformation initiatives.
Symphony is recruiting a Business Finance Senior Associate to join the global finance team. This role will focus on driving thorough financial analysis and transparency while partnering with Commercial leaders on decision analysis initiatives, operating metrics modeling and pricing structure scenarios. The role will also be involved in corporate finance initiatives including financial modeling, scenario analysis, acquisitions and management reporting. The successful candidate will need to be capable of providing both proactive and reactive financial insight, analysis and perspective, while operating in a fast-paced, growth company environment.
RESPONSIBILITIES:
Develop and maintain detailed metrics based multi-year financial models inclusive of income statement, balance sheet and cash flows
Summarize conclusions from financial analysis on a proactive basis and provide key takeaways to business groups, corporate finance, and senior management
Prepare business plans, including annual operating plans, ongoing forecasts, strategic plans, and product introduction financial plans
Create and translate operating plans and forecasts into financial plans and projections to ensure that the organization achieves its financial targets
Provide timely explanations of variances between actual results and forecasts/budgets
Work closely with Controller's organization to understand company financials and create accurate projections
Prepare scenario analysis of company financials to facilitate senior management in making decisions regarding the strategic direction of the business and the implications on the company's financials and capital structure
Prepare quarterly Board of Directors presentations and monthly management reporting analytics
REQUIRED QUALIFICATIONS:
3+ years financial analysis and modeling experience, preferably in the technology industry
Accounting & corporate finance experience gained through progressive roles and responsibilities in a fast paced, results oriented environment
Demonstrated proficiency in Management Information Systems, business intelligence analysis, structured and unstructured data set manipulation and complex spreadsheet builds
Demonstrated proficiency in providing accurate and detailed financial analysis and perspective to executives, senior business managers and external stakeholders
Strong communication and presentation skills, ability to work effectively across multiple functions and teams
Self-starter with ability to work independently on projects and initiatives
ABOUT SYMPHONY:
Symphony is a secure, cloud-based workflow platform helping individuals, teams, and companies improve their productivity while maintaining the highest standards of data security and regulatory compliance. The company started out in the demanding world of global finance, bringing secure collaboration to the biggest banks and asset managers. The challenges honed the company's focus and spurred refinement and innovation of its technology. As new workplace challenges emerge, Symphony pledges to help its clients conquer them.
Today, Symphony is trusted by over 400 financial services companies including Bank of America Merrill Lynch, Barclays, BNP Paribas, Citibank, Goldman Sachs, JP Morgan Chase, BlackRock, Credit Suisse, Deutsche Bank, HSBC, Wells Fargo, UBS, Société Générale. The business is well funded and its investors are also customers, so Symphony is uniquely positioned for a bright future. The company is truly global with offices and customers all around the world, offering employees a unique global workplace and perspective.
Employee satisfaction is important to the company's leadership team. In 2019, 82% of employees said they were proud to work for the company. Symphony is a fun place to work where individual and team achievement is celebrated.
BENEFITS AND PERKS*:
Regional specific competitive benefits
Build your own Benefits (BYOB) perk
Fully stocked kitchen and catered or reimbursed lunches
Many other fun and exciting benefits and activities!
COMPENSATION:
Competitive salary
Bonus Plan
Benefits and Perks vary based on location.
Symphony reserves the right of ownership for all unsolicited resumes submitted for this requisition and is not responsible for any fees associated with unsolicited resumes. Symphony is an Equal Opportunity Employer. Symphony participates in E-Verify.
Any offer of employment is conditioned upon the completion of an I-9 form and submission of the appropriate documents for identity and work authorization."
Director of Data Science & Engineering (Open to Remote Worke...,"New York, NY 10003 (Flatiron District area)",Medidata Solutions,None,"Medidata: Conquering Diseases Together
Medidata is leading the digital transformation of life sciences, creating hope for millions of patients. Medidata helps generate the evidence and insights to help pharmaceutical, biotech, medical device and diagnostics companies, and academic researchers accelerate value, minimize risk, and optimize outcomes. More than one million registered users across 1,400 customers and partners access the world's most-used platform for clinical development, commercial, and real-world data. Medidata, a Dassault Systèmes company, is headquartered in New York City and has offices around the world to meet the needs of its customers. Discover more at www.medidata.com.
Acorn AI is one of the largest AI companies exclusively dedicated to life sciences. It’s built on Medidata’s platform that includes the industry’s largest structured, standardized and growing clinical trial data repository consisting of 17,000+ trials and 4.5M patients. Our team is composed of over 40 PhD/Masters statisticians, data scientists, analytical product leads, former FDA biostatisticians and computational genomicists.
Your Mission:
The Director Data Science & Engineering will lead the design, development and testing of data pipelines, repositories and analytic solutions for Acorn AI. This leader's primary goal is to drive innovation and champion data engineering practices that lead to accelerated delivery of customer focused, high quality software.
Lead and provide strategic technical guidance for high-performing data engineering teams.
Grow the Acorn AI data engineering function through recruiting, coaching, and employee development.
Architect, build and maintain analytical pipelines for research and production with data engineering best practices, quality, transparency and scalability.
Develop advanced data systems for complex analytics and statistical modeling.
Assess complex data processes in SAS, SQL, R, Python, AWS and other technologies to optimize for accuracy, maintainability and performance.
Collaborate with all levels of data science, product, delivery, app engineering and senior leadership to integrate data engineering solutions with business priorities.
Evaluate data sources for analytic potential such as operational stores, external public and vendor databases, streaming device data and RWD.
Experience:
Bachelor’s degree required, Masters degree in quantitative science or engineering preferred.
10+ years leading data engineering teams, preferably for a SaaS software company.
Advanced understanding of extraction and transformation, statistical procs, modular system design, variable derivation and modeling dataset construction leveraging structured and unstructured data.
Significant experience supporting complex predictive model builds and delivery mechanisms for analytic business solutions such as web app and visualization technologies.
Excellent aptitude in data analysis, organization, and problem-solving with clear, concise communication abilities
Entrepreneurial spirit and commitment to creating rigorous, high-quality insights from data at scale.

Medidata Solutions, Inc. is an Equal Opportunity Employer. Medidata Solutions provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, gender, sexual orientation, gender identity, national origin, age, disability status, protected veteran status, or any other characteristic protected by the law. Medidata Solutions complies with applicable state and local laws governing non-discrimination in employment in every location in which the company has facilities.

#LI-AS1"
Google Cloud Data Engineer,"New York, NY",Caserta,None,"As a GCP Data Engineer at Caserta, you will work in teams to deliver innovative solutions on Google Cloud using core cloud data warehouse tools like Spark, Event Stream platforms, and other Big Data related technologies. In addition to building the next generation of data platforms, you will be working with some of the most forward-thinking organizations in data and analytics.

Responsibilities:
Build and Deploy Data Pipelines on Google Cloud to enable AI & ML capabilities.

Drive the development of cloud-based and hybrid data warehouses & business intelligence platforms.

Build Data Pipelines to ingest structured and Unstructured Data.

Gain hands-on experience with new data platforms and programming languages.

Qualifications:
5+ years of experience consulting in Data Engineering or Data Warehousing.

Hands-on experience with Google Cloud Platform.

Experience leading data warehousing, data ingestion, and data profiling activities.

Advanced SQL & Python skills.

Hands-on experience with Google cloud platform technologies: Google Cloud Platform Pub/Sub, Cloud Functions, DataFlow, DataProc (Hadoop, Spark, Hive), Cloud Machine Learning, Cloud Data Store and BigTable, BigQuery, DataLab, and DataStudio.

Migrating Data Pipelines to Google Cloud Platform (GCP).

Strong aptitude for learning new technologies and analytics techniques.

Highly self-motivated and able to work independently as well as in a team environment."
Senior Software Engineer/Architect,"New York, NY 10018 (Garment District area)",Koyfin,None,"Koyfin is a rapidly growing, VC-backed fintech startup looking for a senior back-end engineer to join a small team to help scale our product from thousands of users to millions of users. Our mission is to empower investors with easy to use analytics and beautiful charting to research stocks and understand market trends. Koyfin's wide data coverage includes stocks, ETFs, fixed income, foreign exchange (FX), commodities, economics, news and Twitter. Superior functionality combined with a delightful user experience explains why the number of users on Koyfin has tripled over the past 4 months and our daily users spend more than 2 hours per day on our platform. See what users are saying about us on Twitter (@KoyfinCharts) and check out the Koyfin company overview (https://bit.ly/2W8EgFe).
The Role
You’ll work closely with a small team of developers in NY and Ukraine to build a scalable and powerful financial data and analytics platform
You'll have a significant impact on the architecture of our system based on the product roadmap and business goals
You’ll take a leadership role by contributing code, performing code reviews, and helping other developers solve challenging problems
You’ll scope, design and implement new product features
You’ll solve complex challenges related to processing large amounts of data while ensuring a high level of data integrity
Experience & Skills
Previous experience building and scaling a product from an early stage (Seed/Series A)
5+ years of coding experience with strong knowledge of JavaScript & ES6
Deep understanding of Node.js
Experience with time series data, unstructured data, MongoDB, PostgreSQL and Redis
Experience with messaging and/or distributed streaming platforms (RabbitMQ, Kafka)
Experience and desire to lead an engineering team
These skills are nice to have
Kubernetes, WebSockets, Docker and AWS
Big data analytics: Spark, Flink or BigQuery
Micro services, event sourcing and CQRS
Experience working with a distributed team
Financial data literacy and interest in financial markets
What we offer
Full benefits including medical, dental and 401k contributions
Flexible work schedule and office in Midtown
Opportunity to work part-time remotely
Open-minded, passionate and results-oriented team
We strive to create an open environment where problems are solved by honest and rigorous discussion
Job Type: Full-time
Experience:
software development : 5 years (Required)
Location:
New York, NY 10018 (Required)
Work authorization:
United States (Required)
Application Question:
If you were a lead developer or team lead, how many people reported to you and what were you responsibilities on that team?
Additional Compensation:
Other forms
Benefits:
Health insurance
Dental insurance
Vision insurance
Retirement plan
Paid time off
Work from home
Flexible schedule
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job
This Company Describes Its Culture as:
Innovative -- innovative and risk-taking
Outcome-oriented -- results-focused with strong performance culture
Schedule:
Monday to Friday
Company's website:
www.koyfin.com
Company's Facebook page:
https://www.facebook.com/KoyfinCharts/
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
Yes"
SQL Developer,"New York, NY",Ace-stack LLC,$65 an hour,"Job Details
Position : SQL Developer
Expert knowledge of SQL
Extensive hands on experience on MS SQL Server platform
Deep understanding of RDBMS concepts
Hands on experience developing stored procedures, functions and scripts
Expertise in database/query performance optimization (Indexing, query tuning, troubleshooting
performance problems)
Expertise in developing ETL and batch processes to support data movement
Experience in performing source to target data mapping exercises
Strong knowledge of Data Warehousing concepts
Exposure to data modeling/database design
Experience working with BIG data and unstructured data sources (AWS)
Familiarity with AWS Redshift is a huge plus.
Curious, relentless with excellent written and verbal communication and interpersonal skills
Desired Skills

Experience developing/deploying reports on SSRS/Cognos/PowerBI platform is nice to have
Financial Services industry experience
Familiarity with Salesforce"
Head of Data Science,"New York, NY 10018 (Garment District area)",MediaMath,None,"About Us
MediaMath is a leading global independent advertising technology company, working with brands and agencies. We created the first software for real-time media buying in 2007 and today work with over two-thirds of the Fortune 500 and more than 3,500 brands and their agency partners to grow and deepen direct customer relationships.
We have recently launched SOURCE by MediaMath which provides our clients with the most trusted, efficient, and effective way to connect their brands with consumers: real impressions on real media properties with policies and practices that respect the humans behind billions of screens and speakers every day.
We need talent like you to fuel this next-generation ecosystem.
Key Responsibilities
MediaMath is seeking a leader of Data Science to help transform our engineering culture, to grow and develop our people, and to build the greatest tech possible. The Head of Data Science designs and launches innovative and complex analytic models, utilizing a blend of contemporary and traditional data mining techniques, which, when applied to both structured and unstructured data sets, drive insights and benefits not otherwise apparent. This person should have business domain expertise in order to translate goals into data-based deliverables, using quantitative analysis, statistical modeling, predictive and prescriptive analytics, optimization and attribution algorithms, pattern detection analysis, etc. This person should have knowledge of current AI and machine learning capabilities and should stay up to speed on advances in the field, both academic and applied. This person should be interested in the academics of data science, but more focused on practical application. This person should clearly articulate the purpose of data science solutions and then translate those into action. These solutions will encompass such things as product innovations and fixes, data architecture improvements, system architecture enhancements, business risks, and process improvements.
We are seeking an individual who thrives on describing a vision and then inspiring the team to achieve it. A person who values giving credit over taking it. We are looking for someone who will break down barriers, enlist and empower, communicate and stimulate. Someone who harnesses advanced analytic data modeling systems to drive positive outcomes for our customers. From the definition of a strategy through the execution of it, you will develop, collect, and report the objective metrics required to assure it. You will be responsible for driving employee engagement and productivity across Data Science and into Engineering
You will:
Define the vision for our data science applications, focused on up-leveling internal use of machine learning
Partner with our product teams to help predict system behavior, establish metrics, identify bugs and improve debugging skills
Ensure data quality and integrity within our products as well as our teams
Test performance of data-driven products
Partner with our client teams to enhance products and develop client solutions applying critical thinking skills to remove extraneous inputs
Conceive, plan and prioritize data projects
Interpret and analyze data problems
Lead data mining and collection procedures, especially focused on unstructured and siloed data sets
Build analytic systems and predictive models
Visualize data and create reports
Experiment with new models and techniques
Drive the implementation of models into Production through various Engineering teams
Manage, develop, coach, and mentor a team of Data Scientists, machine learning engineers and big data specialists
Create a positive culture to maximize productivity and minimize attrition
You are:
An innate personal interest in technology
Critical thinker
Strong attention to detail and extremely well-organized
Ability to manage multiple projects with competing priorities
Ability to understand business language
Ability to work with diverse teams (product, engineering, analytics, sales, services) and at various levels within the organization
Demonstrated passion for excellence with respect to Engineering services, education, and support
Strong interpersonal skills, demonstrating an ability to work well with and enthusiastically influence teams & stakeholders
You have:
A strong focus on the client
Proven experience as a Data Scientist or similar role
Solid understanding of machine learning
Knowledge of data management and visualization techniques
A knack for statistical analysis and predictive modeling
Practical knowledge of machine learning tools and techniques. (e.g. Python Tensorflow, PyTorch, Spark, Scala)
Strong organizational and leadership skills
A business mindset
Excellent communication and analytics translation skills
Preferred Qualifications
Master's or PhD in Statistics, Machine Learning, Mathematics, Computer Science, Economics, or any other related quantitative field. A working experience of the same is also acceptable for the position.
At least 7 years of working experience in a data science position, preferably working as a Senior Data Scientist.
Proven and successful track record of leading high-performing data analyst teams leading through the successful performance of advanced quantitative analyses and statistical modeling that positively impact business performance.

Why We Work at MediaMath
We are restless innovators, smart, passionate and kind. At the heart of our culture are six values that provide a framework for how we approach our work and the world: Teams Win, Scale + Innovation, Obsess Over Learning & Growth, Align then Execute, Do Good Better and Embrace the Journey. These values inform how we energize one another and engage with our clients. They get us amped to come to work. And, let's face it, so do the free snacks, great benefits, and unlimited vacation.

MediaMath is committed to equal employment opportunity. It is a fundamental principle at MediaMath not to discriminate against employees or applicants for employment on any legally-recognized basis including, but not limited to: age, race, creed, color, religion, national origin, sexual orientation, sex, disability, predisposing genetic characteristics, genetic information, military or veteran status, marital status, gender identity/transgender status, pregnancy, childbirth or related medical condition, and other protected characteristic as established by law."
Data Analyst- Inscape,"New York, NY 10022 (Turtle Bay area)",Discovery Communications,None,"Position Summary:

The Media Strategy & Analytics team (MSA) acts as an internal media team that handles the strategy, execution, and reporting of all paid & owned media vehicles with the goal of driving viewership across TV, digital and direct-to-consumer (DTC) products for all of Discovery, Inc’s 16+ networks (Discovery, HGTV, Food Network, TLC, etc.) and direct-to-consumer products (MotorTrend, GOLFTV, Dplay, etc.).

Media Science is a growing discipline in the media team. The business encompasses both paid media for TV and direct-to-consumer business and owned assets, which have seen exponential growth in data collection and management. Join a data-driven team that is building out a Media Science discipline incorporating big data sets, automation and visualizations to drive media efficiencies and effectiveness.

The Opportunity
As TV steers into the world of DTC and streaming, the Media Science Data Analyst will drill into the cross-platform evolution of the business. Sitting at the intersection of media and big data, the role will query/mine data across traditional linear, TVE and DTC viewing behaviors and conversions to improve media efficacy and drive revenue generating outcomes.

The role will help buildout the internal reporting infrastructure for viewership data and support advanced business initiatives including real-time optimization, media mix modeling and multi-touch methodologies. Join a media team that is building out smart tv advanced analytics in-house. If you possess a combination of both data engineering and research/analytical skills to tackle big data, love TV and thrive on asking ""what if ?"", come join us.
Responsibilities:
1. Query and analyze raw data including smart tv data, campaign exposure data and other datasets (e.g. digital and app measurement partners) to drive media business requirements and outcomes
2. Analyze ecosystem metrics across linear, TVE and DTC, producing automated dashboards for media partners while identifying larger consumer shifts and business opportunities
3. Interpret paid and owned media performance across platforms and channels to define audience opportunities, media mix model strategies and multi-touch methodologies
4. Utilize big datasets to analyze and extract deep learnings to guide media strategy and optimization
5. Develop automated data visualizations (e.g. Tableau, Gsheet) to explain/display complex datasets empowering business stakeholders with context
6. Collaborate with other analysts to build out and maintain dashboards
7. Work with data science to test supervised and unsupervised learning models and build algorithmic solutions
8. Work with data engineering to consolidate and analyze structured and unstructured, diverse “big data” sources
9. Write queries and code to extract relevant data from various platforms
10. Help ensure that data is accurate and consistent throughout the organization
11. Scope and manage ad-hoc analytics projects driven by the needs of the company
Requirements:
Bachelor’s degree in a subject such as Applied Mathematics, Statistics, Engineering, Computer Science, etc. Master’s Degree preferred
2+ years of relevant work-related experience working with large datasets
Experience with TV viewing data. Media Industry experience and/or ad tech would be a plus
Strong SQL experience, ability to perform effective querying and analysis of data from multiple sources
Working knowledge of AWS Big Data Tools: S3, Red Shift, Athena
Working knowledge of Python, R, SQL
Experience doing data extraction, transformation, and reporting
Experience with source control system, ideally Github
Understanding of Predictive Analytics
Machine learning experience is a nice to have
Highly proficient mathematics, including probability
Visualization experience (Tableau or other tools)
Ability to prioritize tasks and resolve problems in a timely manner
Ability to work autonomously, multi-task and work in a fast-paced environment
Ability to work in agile environments
Ability to understand business problems, draw conclusions from data and offer solutions
Professional/polished communicator
Team player
Extremely detail oriented and organized
Self-starter, willing to get hands dirty and “make it happen.”
new york city, new york, nyc, ny"
"Senior Software Engineer, Data","New York, NY",CB Insights,None,"Develop a state-of-the-art product. Make sense of the future. Use data to grow your business.
If you are a coding fanatic and passionate about programming, we want you to help us make a huge impact. Our clients love our product and are thirsty for more!
At CB Insights we build products that help clients make sense of the future and drive their businesses forward using data. Our system retrieves large amounts of structured and unstructured data and uses scientific methods to extract knowledge and insights from that data. We present those analytics through a sophisticated, dynamic user interface which enables our clients to find answers to their most important questions.
Your main tasks:
Senior Data Engineer will be the main engineering resource within our data science team. Reporting to the R&D Team Lead, you will work alongside data scientists on cutting-edge problems. The goal is to build efficient and reusable data and machine learning pipelines to enable rapid R&D work, make it easy to productionize the research, quickly adopt new data sources, and maintain the best software engineering practices. The data engineer will collaborate with software engineers from other teams and influence the company's engineering strategy.

You will join a small and very motivated team doing interesting and unique work in NLP and knowledge discovery. You'll get access to rich and interesting data and a chance to build cutting-edge data processing pipelines. Here is your chance to be all you can be. This position is critical to scaling the data science team. You'll be responsible for enabling data science in a truly data-centric company.

What you bring to the table:
BS in Computer Science or similar; advanced degrees also acceptable
4+ years professional experience in Python. Familiarity with Go is a plus
Relational database proficiency (e.g. Redshift, MySQL, Aurora)
Experience using Spark, Sqoop, AWS services (Spectrum, Glue) and other related tools in the big data ecosystem
Knowledgeable of data modeling, data storage techniques, data warehousing and general data architecture
Experience with engineering data pipelines to capture, store and process unstructured data
Proficiency developing in a Mac/Linux environment

The Perks:
Amazing culture: Happy, Helpful, Humble, Hungry. Learn more here
A newsletter that 600k people follow: Sign up here.
Be Healthy: Health with HSA and FSA options, dental, and vision insurance along with unlimited/take what you need sick day policy
Plan for the future: 401k with up to 4% match
Continued Learning: $1,000 yearly continuing education stipend
Rest and Relax: Competitive vacation and holiday plans
Refuel: Daily lunch stipend, unlimited snacks/coffee
We are dedicated to adding new perspectives to the team and encourage everyone to apply if your experience is close to what we are looking for.
Equal Opportunity Employer: CB Insights is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.
If you know someone who'd be perfect for the role,
submit here and you'll be eligible for $5,000!

#LI-FR1"
"Senior Manager, Integrated Intelligence","New York, NY",W2O,None,"Recently named Best Place to Work by MM&M, The Holmes Report, PR News, PRWeek, and AdAge, W2O is an integrated marketing and communications firm powered by analytics and specializing in healthcare. We are seeking a Senior Manager of Integrated Intelligence to join our team.
Integrated Intelligence (or I2) is the practice formerly known as Analytics. We changed our name to more closely identify with the innovative work we do beyond just data analysis. We integrate across data sources, functions, methodologies, and technology, and we're providing intelligence because our data leads to insights and our insights lead to action. And when you put those two things together, we are exponentially better at helping our clients make critical business decisions.
As Senior Manager in our Integrated Intelligence practice, you will be responsible for managing 2-3 analytics projects and ad-hoc requests with some support from senior levels of management.
You are proficient in various analytics and/or primary research offerings and have marketing/ communications expertise. Healthcare industry experience preferred. You can brainstorm, provide actionable insights, and recommendations for top tier pharmaceutical clients.
Day-to-day activities include project management, qualitative and quantitative social media data analysis, and creating comprehensive reports on social media conversations as they relate to healthcare stakeholders, disease, or treatment spaces.
Who You Are
You have demonstrated experience synthesizing information from large, unstructured data sets to tell impactful stories and make actionable client recommendations
You have demonstrated experience in communications/marketing
You have an understanding of / interest in the healthcare/pharmaceutical space
You're innovative and want to bring value and new ideas to everything you do
You thrive in an environment that requires constant learning and adaptation
You're solutions-oriented and love to problem-solve to meet the client's needs
You work well independently, but also enjoy collaborative work assignments
You get the importance of staying on top of the details and believe in exceeding expectations
You're proficient in Excel, Word and PowerPoint
What You'll Do
Manage day-to-day analytics relationships with account and activation teams
Manage, organize and code social media data effectively and efficiently
Create comprehensive social media analytics reports for pharmaceutical clients that provide insightful and actionable insights that inform marketing, strategy, positioning, content, and other brand initiatives
Manage 2-3 ongoing or ad-hoc analytics reports across disease, treatment, or healthcare spaces
Assist in the creation of measurement frameworks, reporting programs and report template
Present research reports to clients in person or over the phone
Learn to delegate tasks and train junior members of the team
What You'll Bring
Minimum 5 years of experience with majority in at least one of the following areas: healthcare/pharmaceutical marketing/PR/advertising, strategic planning, digital/social strategy, digital/social analytics, social listening, primary/syndicated research
Strong oral and written communication skills
Competency with Microsoft Office, particularly PowerPoint, Excel, and Word
College degree (BA or equivalent), with relevant concentration such as market research, marketing, communications, or social sciences
Comfortable building benchmarks and measuring client performance
Experience analyzing online social listening data
Strategic approach to measurement with a lens for activation
Understanding of online advertising planning, buying and performance metrics, with expertise in paid social campaign activation and measurement
W2O Group offers a comprehensive benefit program and perks, including unlimited and flexible PTO, expanded paid leave for new parents and the Your 4th Trimester™ program that helps new parents transition back to work, and a five-week sabbatical program. Other perks include Income Protection, Retirement plans/401(k) match, and self-phone savings plans. Learn more about our great benefits and perks at: http://www.w2ogroup.com/
W2O Group is an Equal Opportunity Employer. We foster an environment that embraces diversity. We are stronger with a wider range of opinions, strengths, and backgrounds to achieve our goals."
Software Engineer,"New York, NY 10013 (SoHo area)",Carta,None,"Come help us build the Carta Investor Experience
We’re looking for a talented engineer to join our team in the Investor Services business unit.
The Company You’ll Join
At Carta we create owners and make private markets liquid.
We live in a world where some people live on the equity stack and enjoy exponential wealth growth and preferential tax treatment; others live on the debt stack and may work their entire lives for a company and retire only with the cash they’ve managed to save from their paychecks. Our contribution to solving the wealth inequality problem is moving people from the debt stack (payroll) to the equity stack. By making it as easy to issue equity to employees as it is to put them on payroll, we can create more owners.
At Carta, we are helpful, transparent, fair, and kind. We are relentless executors, unconventional thinkers, and masters of our craft.
To learn more, here is what one of our investors wrote about leading our Series
The Team You’ll Work With
The team you’ll join is the Enable team within Investor Services. We’re in charge of the first impression our customers have of Carta and setting them up for success down the road. It’s a big responsibility and we relish the challenge. It requires curiosity, grit, collaboration, and incisive thinking; and we’ve got those in spades. Our team nurtures open minded exploration and cares about outcomes over output. We measure success not by features shipped or lines of code written, but rather by the impact we drive for the business.
We are Carson, Jeff, Ashley, Julian, Jess, Jun, Mallik, Leo. In our spare time, we’re working on setting up a live stream of Momo (Jess’s new cat, who makes frequent Zoom appearances).
The Problems You’ll Solve
Our Fund Admin business has grown really quickly, so this year we’ve taken on big projects to understand and standardize data for the customers we work with. We’re solving the problem of accurately modeling the world in our software. We believe this is the key to turning our service business into a product business. We’re really excited to start building on top of our new foundation the rest of this year.
Some of the problems you’ll help us solve are:
How do you untangle dependencies and design an extensible architecture that increases development velocity and reduces bugs?
How do you model unstructured data and relationships in the venture capital ecosystem to help scale the business into new, more complex markets?
How do you design a multi-sided platform that fosters collaboration across many user types each with different goals and contexts?
The Impact You’ll Have
If we can solve these problems, we will be setting up our customers, our business, and our industry for long term success. Our customers will see accurate data, understand their accounts, and make better investment decisions. Our onboarding team will be able to spend their time delivering white glove service rather than doing manual data entry. Our business teams will be able to expand into new, more complex markets based on our foundational work.
The final result of our efforts will be an accurate graph of the venture capital network. On top of this graph we will build the financial products of the future: instant investment funds, next-gen banking products, and a stock exchange. Without this graph capital markets may stay stuck in the middle ages.
About You
You want to help solve problems that are big and meaty. You like untangling messy balls of yarn. You do so by digging deep and seeking to understand - the business, the users, the product, and the technology. You reflect and strive to master your craft. You measure yourself by the impact you drive for the business and for the company. You seek to serve - our customers, our company, and our team. You like working with a team bound by a common purpose.
The Interview Process
We are an equal opportunity employer and are committed to providing a positive interview experience for every candidate. If accommodations due to a disability or medical condition are needed, connect with us via email at recruiting@carta.com. As a company, we value fairness, helpfulness, transparency, leadership and build our teams around these values. Check out our careers page to get to know us better as you think about your next step at Carta."
