Title,Location,Company,Salary,Description
Data Scientist/Lead Data Scientist - NY,"New York, NY",BlueLabs Analytics,None,"Lead Data Scientist

Data Scientists and Lead Data Scientists use a combination of statistics, programming, and domain knowledge to solve problems, ranging from customized solutions for specific clients to creating the methodological backbone for our general purpose products. They have strong technical skills and are also creative thinkers who are always looking to innovate and deliver value to our clients. They aren’t afraid of messy data, and are comfortable working in a fast paced, production-oriented environment.

What you'll do:

Analyzes data, as well as contributes to the design, implementation, and delivery of analytics products and services.
Builds predictive models, tools, and data visualizations.
Oversees and/or leads research development project and data science project plans for clients and internal initiatives.
Strives to support team excellence by documenting processes and evangelizing new approaches.

Preferred Experience & Background:

At least 4 years working in a quantitative production environment or a postgraduate degree in a quantitative field.
Advanced understanding of a statistical programming language such as R, Python, or Julia.
Experience building predictive models using regression and machine learning techniques.
Ability to manipulate data with SQL.
Proven experience creating analytics output within a production-oriented team.
Ability to effectively communicate technical concepts to a non-technical audience, both in writing and verbally.
Publications, working papers, or conference presentations in a quantitative field.
Experience managing diverse, multi-disciplinary teams and mentoring staff.
Knowledge of experimental design and causal inference.
Ability to create user interfaces for new products using frameworks such as Shiny or Django.
Experience with GIS.
Experience creating informative and engaging data visualizations using industry leading tools.

This position is available in DC, NY, & LA

At BlueLabs, we celebrate, support and thrive on differences. Not only do they benefit our services, products, and community, but most importantly, they are to the benefit of our team. Qualified people of all races, ethnicities, ages, sex, genders, sexual orientations, national origins, gender identities, marital status, religions, veterans statuses, and disabilities are strongly encouraged to apply. As an equal opportunity workplace and an affirmative action employer, BlueLabs is committed to creating an inclusive environment for all employees."
Data Scientist,"New York, NY",Research Foundation of The City University of New...,"$65,000 - $85,000 a year","Job Description



General Description
The Research and Evaluation Center of John Jay College of Criminal Justice (JohnJayREC) is an applied research organization established in 1975. We respond to the needs of justice practitioners locally, nationally, and internationally. The Research and Evaluation Center is part of John Jay College of Criminal Justice and the City University of New York. Since 2010, the Center has worked on projects with combined budgets in excess of $40 Million. Staff members of the Center assist public and private agencies by conducting studies of crime prevention strategies, the effectiveness of justice interventions, and efforts to improve the impact and efficiency of justice system operations. At any given time, staff members may be involved in several individual projects designed to discover, test, and improve programs and policies related to the justice system.

JohnJayREC seeks a Data Scientist/Database Manager to oversee data processes for Center projects. This person will be responsible for creating innovative and effective data analytic processes, efficient data workflow, and thorough documentation of data-related tasks. The person in this position will work under the direction of the Center’s Deputy Director for Analytics with oversight of the Center Director. In collaboration with the Deputy and Director of the Center, the successful applicant will participate in planning research activities, collecting, analyzing and interpreting data and will serve as a co-author on academic publications arising from the research. The successful applicant may also assist in directing the work of other research staff.
The anticipated term of the appointment is June 2020 through June 2021.


Other Duties
Work as a member of research teams to identify and answer important research questions
Become familiar with all Center data-related projects
Acquire a strong understanding of research topics and a thorough knowledge of the data and programming efforts involved
Answer research questions by using appropriate data analytic techniques
Drive the collection of new data and the refinement of existing data sources
Establish and implement a respectable data quality process
Clean and prepare data files
Prepare and deliver written and verbal presentations as needed
Communicate findings to both technical and non-technical staff
Assist other Center staff with a variety of data analysis methods
Attend project meetings with other staff and external funders
Address client feedback in a timely manner
Perform other related duties as needed


Qualifications
Experienced data manager and analyst
Familiar with programing languages (e.g., R, Python)
Knowledge of statistical & GIS programs (e.g.,, R, Stata, Python, QGis)
Ability to manipulate large data sets
Experience with learning, artificial intelligence, and data mining
Comfort manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources
A strong passion for empirical research and for answering hard questions using quantitative methods
A flexible analytic approach that allows for results at varying levels of precision
The successful candidate will be a highly motivated self-starter with the ability to solve data analysis problems independently
Ability to communicate complex quantitative analysis in a clear, precise, and actionable manner
Experience with data repository hosting services like Github
Creative problem solver with the ability to self-teach
Well-organized, deadline driven, goal oriented, highly motivated.
Effective time manager and team leader
Passionate about social justice
Driven by curiosity and a desire to always improve and do better
Bachelor’s degree and at least 5 years of relevant experience"
Senior Data Scientist (Remote-friendly),"New York, NY 10001 (Flatiron District area)",Noom Inc.,None,"At Noom, we use scientifically proven methods to help our users create healthier lifestyles, and manage important conditions like Type-II Diabetes, Obesity, and Hypertension. Our Engineering team is at the forefront of this challenge, solving complex technical and UX problems on our mobile apps that center around habits, behavior, and lifestyle.
We are looking for a Data Scientist to join our Data team and help us ensure that we apply the best approaches to data analysis and research, artificial intelligence, and machine learning.
What You’ll Like About Us:
We work on problems that affect the lives of real people. Our users depend on us to make positive changes to their health and their lives.
We base our work on scientifically-proven, peer-reviewed methodologies that are designed by medical professionals.
We are a data-driven company through and through.
We’re a respectful, diverse, and dynamic environment in which Engineering is a first-class citizen, and where you’ll be able to work on a variety of interesting problems that affect the lives of real people.
We offer a generous budget for personal development expenses like training courses, conferences, and books.
You’ll get three weeks’ paid vacation and a flexible work policy that is remote- and family-friendly (about 50% of our engineering team is fully remote). We worry about results, not time spent in seats.
Delicious (and nutritious) daily lunches and snacks prepared by Sam, our NYC office on-site chef.
What We’ll Like About You:
You have 4+ years of experience as a Data Scientist in a similarly-sized organization, with a proven record of analysis and research that positively impacts your team.
You have a superior knowledge of statistical analysis methods, such as input selection, logistic and standard regression, random forests, etc.
You have extensive experience with pandas, numpy, and sklearn. Experience with deep learning frameworks (TensorFlow, Keras, PyTorch, or similar) is a plus
You are capable of working with engineers to build an actual production system that uses machine learning and artificial intelligence. We don’t expect you to write production-quality code, but you should have some programming experience.
You are comfortable with at least “medium data” technologies and how to transcend the “memory bound” nature of most analytics tools.
You possess excellent SQL/relational algebra skills, ideally with at least a basic knowledge of how different types of databases (e.g.: column vs row storage) work.
You possess excellent communication skills and the ability to clearly communicate technical concepts to a non-technical audience.
Job Type: Full-time
Benefits:
Health insurance
Dental insurance
Vision insurance
Retirement plan
Paid time off
Relocation assistance"
Data Analyst,"New York, NY 10003 (Flatiron District area)","EDO, Inc.",None,"Los Angeles, CA | New York, NY

Email careers@edo.com [careers@edo.com] for more information about EDO and the application process.

Who We Are

EDO is a data science software firm that develops analytics tools to make data accessible and actionable for the media and entertainment industry. Currently focused on film and TV, we work with many major movie studios and TV networks to help them forecast, market and distribute their content more effectively. Building from this strong base, we are growing into adjacent verticals.

We are a team of world-class engineers and data scientists backed by top leaders in entertainment and technology. Our co-founders and executive leadership have a strong track record with other successful ventures.

What You Will Do

In addition to standard client engagement responsibilities, you'll get to
Perform advanced statistical analyses for our clients, who will use the insights and opinions you generate to make key decisions
Understand our clients’ needs and figure out how to present our data in compelling ways that match those needs
Create client deliverables that showcase our products and present our data
Work closely with our engineers and data scientists to plan and prioritize new features
Understand industry dynamics and the competitive landscape
Help our executive leadership with strategic planning, investor pitches, strategic partnership development, and corporate finance activities
What We Are Looking For

At least 1-2 years of professional experience in a role involving on quantitative analysis
Comfort with advanced statistical analysis and ability to translate into layman’s terms
Experience in SQL and with a programming language commonly used for statistical analysis such as R or Python
Ability to write well and create slide decks and reports that present our information in a succinct and efficient manner
Strong presence in meetings with senior executives
Passion for movies, TV and advertising
The ability and willingness to wear multiple hats and switch gears frequently
Benefits

Early-stage equity and competitive salary
Medical, dental, & vision insurance
Meals and snacks during work
Movie tickets + concessions, fitness discounts, and Apple hardware"
Senior Data Scientist,"New York, NY 10003 (Flatiron District area)",The NPD Group,None,"Learn and work on meaningful initiatives with some of the best and brightest in the market research industry. The NPD Group provides the world’s most successful brands with leading market research, combining consumer and retail point-of-sale data with analytic solutions to interpret today’s market trends while anticipating tomorrow’s. In addition, we offer a career filled with innovation and growth to the forward-thinking problem solvers who join our team.
Position Overview
NPD’s Innovation team develops new concepts in market research to help chart the future of NPD. As a data scientist with this groundbreaking team, you will identify, investigate and prototype diverse sets of data, creating and applying strategies for normalization, projection, and calibration.
The role requires strong analytical and data processing aptitude, and an ability to quickly integrate new ideas into functional prototypes poised to scale. The successful candidate will be a highly motivated team player with wide-ranging curiosity and creativity, along with common sense and a demonstrated ability to produce high-quality outcomes from methodologies to models to processes.
Key Responsibilities
Partner with global stakeholders across business verticals to develop research data product specifications.
Create and apply methodologies and strategies, driving data products through the product lifecycle from conception to prototype.
Leverage big-data technology to design, prototype, develop and optimize data processing procedures and algorithms.
Analyze alternative data sources and develop recommendations on which data sources are promising to solve specific business needs.
Qualifications:
A blend of education and professional experience demonstrating both business and data savvy is required for this role.
5+ years' experience in data-intensive role(s) that embedded or partnered with a business unit to drive tangible results.
Demonstrated success in solving business problems using a diverse skill set in data management, processing, and modeling.
Strong programming skills in R and SQL.
Excellent written and verbal communication skills with the ability to tailor messaging based on the audience.
An understanding and acceptance that preparatory data cleansing and processing is core to successful modeling. This role will be governed by this principle.
Exposure to or experience modeling “alternative” data such as geolocation, financial transaction, passive metering, or clickstream to solve business problems is a plus.
The NPD Group, Inc. is an Affirmative Action/Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status or any other characteristic protected by law."
NLP Machine Learning Engineer,"New York, NY 10010 (Flatiron District area)",Samsung NEXT,None,"This role is part of the Whisk team within the Samsung NEXT Product organization.
Whisk has built a multi-sided marketplace over the past 7 years that delivers value to each member of the network such as Publishers, Retailers, IOT & Health, and Brands. Whisk also has a consumer experience, my.whisk.com for shopping lists, saved recipes, and other potential experiences. Whisk joined Samsung NEXT in March and there are plans to invest more heavily in the platform, to scale the business and grow each aspect of the network (publisher, retailer, IoT, Health, Brands, & B2C). Each investment should not only add value to its own experience but also to the network of partners overall.
About NEXT Product
The NEXT Product organization is a hyper-growth startup within Samsung NEXT. We're a globally distributed product development team in search of builders and creators to help conceive, grow and scale new products and categories.
Successful candidates, at all levels within the organization, will: approach all things team-first, take ownership and ""be the change you seek"", have strong written and verbal communication skills, have high EQ, enjoy fast-paced, outcome-driven environments and be inspired to learn and explore daily both inside and outside of your field of expertise.
The Role
As a NLP Machine Learning Engineer, you will build ML-based systems, tools, and services to improve Whisk's Food Genome (https://whisk.com/cognitive-food-platform/) and to produce highly relevant and personalized recommendations. We are looking for a candidate that has industry experience with a range of Machine Learning disciplines (NLP) and has worked with large data sets, specifically understanding and representing semantics. Experience with the food industry is a plus. This position is located in our New York office.
Responsibilities
Work closely with our Data team to extend and improve our Food Genome by applying NLP based methods to this complex domain
Build models to generate food recommendations and personalized offering based on user behavior
Design, develop, test, deploy, maintain and improve ML models/infrastructure and software that uses these models
Manage individual project priorities, deadlines and deliverables
Required Qualifications
MS degree in Computer Science or a related quantitative field
5+ years of experience in one or more of the following areas: machine learning (NLP), recommendation systems
Experience with machine learning frameworks such as TensorFlow or Keras
Experience working in an Agile environment and within a distributed team
Bonus Points
Ph.D. degree in Computer Science or a related quantitative field
Research experience in Natural Language Processing or Deep Learning
About Samsung NEXT
Samsung NEXT champions builders and founders inventing a more purposeful future. We attract, develop, and celebrate diverse talent with world-class capacity to transform ideas into realities at scale. We prioritize experiences over things and are dedicated to thoughtfully integrating the physical and digital worlds… and we accelerate Samsung's vision to inspire the world.
Founded in 2012, Samsung NEXT has four key functions in the global software ecosystem:
Product - Building new software and services businesses, at scale.
Venture - Investing in early-stage startups to help entrepreneurs build and scale their businesses.
Partnerships - Helping startups successfully partner with the variety of businesses within Samsung.
M&A - Acquiring startups to connect and scale with our businesses.
At Samsung NEXT, we hold the steadfast belief that diversity and inclusion is essential to realize our mission and is a must-have for us to do our best work. We are proud to be an Equal Employment Opportunity employer and do not discriminate on the basis of race, color, ancestry, national origin, citizenship, religion, sex, sexual orientation, gender identity, age, ability, marital status, veteran status, or any other legally protected status.
We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.
#LI-EO1"
Lead Data Scientist - 66201BR,"New York, NY 10016 (Murray Hill area)",AETNA,None,"Description:
It’s a new day in health care.

Combining CVS Health and Aetna was a transformative moment for our company and our industry, establishing CVS Health as the nation’s premier health innovation company. Through our health services, insurance plans and community pharmacists, we’re pioneering a bold new approach to total health. As a CVS Health colleague, you’ll be at the center of it all.

We offer a diverse work experience that empowers colleagues for career success. In addition to skill and experience, we also seek to attract and retain colleagues whose beliefs and behaviors are in alignment with our core values of collaboration, innovation, caring, integrity and accountability.

Looking for opportunities to use cutting edge technologies analyzing petabytes of data in a world class Hadoop cluster, generating insights to guide consumers in their journey to wellness and help them achieve their health ambitions, whether it’s running the Inca Trail Marathon or playing tackle football with their grandkids? Aetna’s Member Analytics team is focused on delivering strategically-impactful programs and tools to help members across all life stages feel the joy of achieving their best health, in their own way.

This position will work within a cross-functional team, delivering predictive analytics solutions to drive customer engagement and next-best-action, and improve customer experience across critical journeys, e.g., onboarding, breast cancer, maternity. The candidate will be responsible for extracting and manipulating data from multiple, large data sources and using the data to deliver predictive model and solutions to drive member behavior change and experience across channels (mobile app, web, email, social, call center, Apple) 66201
Fundamental Components:
Manages and is responsible for the successful delivery of the algorithms, statistical models and reporting tools to meet business needs.
Acts as the analytic team lead for large and complex projects involving multiple resources and tasks, providing individual mentoring in support of company objectives.
Develops complex algorithms and statistical predictive models and determines analytical approaches and modeling techniques to evaluate scenarios and potential future outcomes.
Performs analyses of structured and unstructured data to solve multiple and complex business problems. utilizing advanced statistical techniques and mathematical analyses and specialized expertise in the organization and/or industry.
Applies analytical rigor and statistical methods to analyze large amounts of data, using advanced statistical techniques.
Manages large and complex analytical projects from data exploration, model building, performance evaluation and testing.
Behaves as mentor to junior team members to provide technical advice. Collaborates with business partners to develop technical /business approaches and new or enhanced technical tools.
Interacts with internal and external peers and management to share highly complex information related to areas of expertise and/or to gain acceptance of new or enhanced technology / business solutions.

Background Experience:
Strong skills to effectively communicate and negotiate across the business and in the external health care environment
Excellent analytical and problem solving skills.
Strong organizational, management and leadership skills.
Deep knowledge of advanced analytics tools and languages to analyze large data sets from multiple data sources.
Solid understanding of health care industry, products, and systems.
Demonstrates proficiency in all areas of mathematical analysis methods, machine learning, statistical analyses, and predictive modeling and advanced in-depth specialization in some areas.
7-10 or more years of progressively complex related experience.Demonstrates strong ability to communicate technical concepts and implications to business partners.
Bachelor's degree or equivalent work experience in Mathematics, Statistics, Computer Science, Business Analytics, Economics, Physics, Engineering, or related discipline.
Master’s degree or PhD preferred.

Potential Telework Position:
No

Percent of Travel Required:
0 - 10%

EEO Statement:
Aetna is an Equal Opportunity, Affirmative Action Employer

Benefit Eligibility:
Benefit eligibility may vary by position.

Candidate Privacy Information:
Aetna takes our candidate's data privacy seriously. At no time will any Aetna recruiter or employee request any financial or personal information (Social Security Number, Credit card information for direct deposit, etc.) from you via e-mail. Any requests for information will be discussed prior and will be conducted through a secure website provided by the recruiter. Should you be asked for such information, please notify us immediately.

#LI-DT1"
"Senior Manager, Data Science","New York, NY 10010 (Flatiron District area)",Sony Corporation of America,None,"Sony Corporation of America , located in New York, NY , is the U.S. headquarters of Sony Corporation, based in Tokyo, Japan. Sony's principal U.S. businesses include Sony Electronics Inc., Sony Mobile Communications (USA) Inc., Sony Interactive Entertainment LLC., Sony Pictures Entertainment Inc., Sony Music Entertainment, and Sony/ATV Music Publishing LLC. With some 900 million Sony devices in hands and homes worldwide today, a vast array of Sony movies, television shows and music, and the PlayStation Network, Sony creates and delivers more entertainment experiences to more people than anyone else on earth. To learn more: www.sony.com .
Position Summary:
Sony Corporation of America (SCA) is seeking a Sr. Manager, Data Science to join the Marketing Technology group. In this position, the Sr. Manager, Data Science will be responsible for overseeing the design, building, and testing of formulas for complex metrics/KPIs, machine learning methods, and analytics models. This position will report to the Director, Marketing Technology
Job Description:
Responsible for prototype solutions, mathematical models, algorithms, machine learning techniques, and robust analytics to provide insights and development of data products
Through the insights and visualization of complex data sets, the individual will contribute significantly to the strategy across various aspects of audience planning, set-up, optimization and insights
Use a Bayesian dynamic time series model to estimate causal impact of an advertising campaign or a time series model to forecast future sales
Model the effects of environmental changes on promotion effectiveness with multiple regression
This person will develop a deep understanding of the analytical need and leverage knowledge of Sony data assets, big data technologies to develop and deploy testing hypotheses, use cases, and analyze test results
Understanding business issues and translating it into data mining problems and providing necessary analytical objectivity to ensure data quality, consistency, repeatability and accuracy of insights
Participate in planning, roadmap, and architecture discussions to help evolve our data science into revenue-generating products
Lead and execute activities to support the use of Big Data tools such as SQL, R, SAS, Python, Julia etc. and Tableau
Ensure proper use of Sony data assets by working closely with data governance and compliance professionals
Stitch together DSP, DMP, Ad Server and Ad Verification data together using appropriate methods
Reach, Frequency and Overlap Analysis, Path-To-Conversion Analysis and Attribution Analysis
Identify measurement and reporting needs and implement across all channels (programmatic and non-programmatic)
Stay current with rapidly developing Big Data technologies landscape and share knowledge with internally and with customers. Prototype and integrate tools into Ignite environment and lead adoption of tools through Data and Analytics.
Ensure proper use of Sony data assets by working closely with data governance and compliance professionals
Implement and evaluate business metrics, suggest new metrics as needed;
Utilize Big Data analytical tools and packages to build highly scalable analytical models; work with data and software architects to operationalize analytical solutions and create analytical/business intelligence products; and mentor, train, and provide guidance to junior-level data analysts. Facilitate operationalization and adoption of analytical platform across Sony Group Companies
Qualifications:
Bachelor's or Master’s degree in Computer Science, Statistics, Engineering, Mathematics or equivalent quantitative field with heavy emphasis on programming required
Strong data analysis skills including skills to rapidly learn new data assets
Database and Data Analysis technology skills and experience required: Advanced SQL, Advanced Excel, SAS, R/Python
A minimum of 8 years of hands on experience in data sciences, statistical modeling, data management, keying and linking, data handling and data wrangling
Minimum of 5 years’ experience with R, Python, SQL, Java or related technologies
Experience and knowledge of Data Visualization concepts and at least 5 yrs of experience with tools such as Tableau
Strong MS PowerPoint skills and ability to present to technical, business, and marketing audiences
Ability to work in matrix environment and to serve as individual and team contributor, leading projects and initiatives
Experience managing both internal and external partner relationships with strong influence management skills
Exceptional interpersonal, written/oral/listening communications and presentation/persuasion skills along with proactive approach to sharing knowledge with peers and cross functional teams
Highly organized and detail oriented
Ability to travel approximately 20%
All candidates must be authorized to work in the USA
Sony is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religious creed, sex (including pregnancy), gender, national origin, citizenship, ancestry, age, physical or mental disability, military status, status as a veteran or disabled veteran, sexual orientation, gender identity or expression, marital or family status, genetic information, medical condition, or any other basis protected by applicable federal, state, or local law, ordinance, or regulation.
Disability Accommodation for Applicants to Sony Corporation of America
Sony Corporation of America provides reasonable accommodation for qualified individuals with disabilities and disabled veterans in job application procedures. For reasonable accommodation requests, please contact us by email at careers@sonyusa.com or by mail to: Sony Corporation of America, Human Resources Department, 25 Madison Avenue, New York, NY 10010. Please indicate the position you are applying for."
Machine Learning Research Engineer,"New York, NY",Schrödinger,None,"Schrödinger, a leader in the field of computational biochemistry, is seeking a research engineer to tackle problems from a data based perspective. This position will tackle problems dealing with DNA, RNA, small molecule design, materials design and or quantum physics. Previous experience in these domains is not required, but an interest in learning is.

The ideal candidate will have a strong grasp of software development fundamentals, along with an interest in learning more about both new cutting-edge technologies and the Chemistry, Biology, and Physics problems that our software helps to solve.

Come join our team in our mission to improve human health and quality of life!

Responsibilities
Collaborate closely within an interdisciplinary team composed of scientists, developers, and drug hunters to deliver new research that meet business and product goals
Given a clean slate, figure out whether an idea has merit and help the team decide whether to develop it into a full feature
Exercise your own judgment along with support from teammates to architect and implement proof of concept solutions
Participate in a code reviewing environment that encourages learning and high code quality
Requirements
Knowledge of basic statistics
Ability to work with multi-dimensional data and solve data munging problems with python
B.S., M.S. or Ph.D. in Computer Science, Software Engineering, Machine Learning, Mathematics, Physics or Chemistry
Experience with most of these...
Running independent projects end to end
Self-directed research
Wading Through Technical Domains to get to the “Real Problem”
Proficient interpersonal skills (oral/verbal communication), complemented by an ability to collaborate in a team environment
Enthusiasm for solving interesting problems and a willingness to learn new technologies
Tensorflow, Pytorch, pandas and sklearn
Pluses:
Source control (GIT, SVN, etc)
Continuous Integration
Experience with large scale distributed computing (pbs, slurm, Distributed Computing)
Experience building a system that operated on greater than 10 machines
Familiar with log processing and data analysis
Science minor or independent interest (chemistry, physics, biology, or related)
Pay and perks:
Schrödinger understands it’s people that make a company great. Because of this, we’re prepared to offer a competitive salary, stock options, and a wide range of benefits that include healthcare (with dental and vision), a 401k, pre-tax commuter benefits, a flexible work schedule, and a parental leave program. We have catered meals in the office every day, a company culture that is relaxed but engaged, and over a month of paid vacation time. Our Administrative and Human Resources departments also plan a myriad of fun company-wide events. New York is home to our largest office, but we have teams all over the world. Schrödinger is honored to have been selected as one of Crain's New York Best Places to Work in 2018 and 2019.

As an equal opportunity employer, Schrödinger hires outstanding individuals into every position in the company. People who work with us have a high degree of engagement, a commitment to working effectively in teams, and a passion for the company's mission. We place the highest value on creating a safe environment where our employees can grow and contribute, and refuse to discriminate on the basis of race, color, religious belief, sex, age, national origin, citizenship status, marital status, union status, sexual orientation, or gender identity. To us, ""diversity"" isn't just a buzzword, but an important element of our core principles and key business practices. We believe that diverse companies innovate better and think more creatively than homogenous ones because they take into account a wide range of viewpoints. For us, greater diversity doesn't mean better headlines or public images - it means increased adaptability and profitability."
Machine Learning Manager,"Basking Ridge, NJ",Cam Staff,None,"US citizen's only
Requires BA/BS with 10 years of experience with at least 4 years of management level responsibility. Incumbent has specialized knowledge in at least one area of expertise and a general knowledge in 1-2 other areas.
Prefers a Ph.D. in Computer Science with 15+ years relevant experience in Artificial Intelligence/Machine Learning
Experience in writing proposals for Government funding (e.g., DARPA), managing projects, setting direction, managing small teams of technical people
Ability and desire to quickly acquire knowledge of new subject matter areas
U.S. Citizenship required. Security clearance is desired but not required.
We are looking for a candidate with a strong background in machine learning and proposal generation for a full-time position to manage a group of researchers in our Machine Learning and Data Analytics department. Candidates will work with teams to research, conceive, and develop prototypes, and should be adept at identifying successful approaches to complex problems. Research areas of interest include Artificial intelligence, Machine Learning, and applications of AI/ML to wireless networking, cyber security, vision, text analytics, etc.
This person will be responsible for managing a group of researchers working in the area of AI and machine learning and performing basic or applied research in these areas. Domains of application include and are not limited to wireless networking, cyber security, autonomy, visual analytics, text analytics, etc.
This person will be responsible for identifying funding opportunities, meeting with customers, shaping programs, and writing or participating in proposal efforts. This person will work across the organization and identify opportunities for applying AI/ML to projects and IRAD efforts.
Travel: 25-35% local travel
7Qii3bXeb1"
"Data Analyst, Retail Media","New York, NY 10011 (Flatiron District area)",Criteo,None,"Who we are
Criteo (NASDAQ: CRTO) is the global technology company powering the world’s marketers with trusted and impactful advertising. 2,800 Criteo team members partner with over 20,000 customers and thousands of publishers around the globe to deliver effective advertising across all channels, by applying advanced machine learning to unparalleled data sets. Criteo empowers companies of all sizes with the technology they need to better know and serve their customers.

As a member of the Brand Analytics team, a part of the rapidly expanding Criteo Retail Media Platform, you will utilize our MASSIVE set of shopper data to provide actionable insights and recommendations for some of the largest consumer brands in the US. With a network that includes many of the largest US retailers (Walmart, Best Buy, Target, Macy's...) we leverage our unique position to provide our brand advertisers with visibility into shopper behavior, market trends, and product performance that can't be found anywhere else. The scope of this role involves technically rigorous work, including the use of leading-edge data analysis technologies and daily interaction with other cross-functional business units and external clients.
Criteo’s high-growth business model brings both opportunities and challenges. This position requires working with large sets of data to solve complex business problems by thinking strategically and proposing innovative solutions. The ideal candidate functions with minimal oversight and has the ability to learn new concepts quickly.
What you'll do
Be a part of the Brand Analytics team under Criteo Retail Media
Build tools and reports using Python, query languages (Hive/Presto/Vertica/SQL), Tableau, and other technologies to satisfy the needs of internal and external clients
Focus on creating scalable solutions that give autonomy to the end-user and minimize ad hoc work
Serve a central role with a global scope that bridges the gap between Sales & Operations and Research & Development
Identify high-value business, insight, and reporting needs then prioritize, scope, and build solutions

Who you are
Bachelor’s degree or higher in a quantitative field (Data Science, Engineering/Computer Science, Economics, Mathematics, Statistics, Finance, etc.)
1+ year work experience with a SQL-like query language, Python, and/or R
Clear communicator who can explain and understand complex problems while dealing with both non-technical and highly-technical teams
Ability to structure and solve difficult problems with minimal supervision
Intellectual curiosity coupled with exceptional attention to detail

Why you'll love us
At Criteo, life is full of contagious energy, hard work, passion and the occasional scooter race.
Everything at Criteo is driven by the hunger to succeed and fueled by a little bit of madness.
Criteo has many perks: full covered health care & life insurance, gym allowance, and a well-stocked kitchen!
Every office is filled with equal measures of hard work and playfulness. From yoga to rooftop parties, early morning kale smoothies to late night karaoke sessions – we do it all, together!

At Criteo, we dare to be different. We believe that diversity fuels innovation and creates an energy that can be seen and felt all over Criteo. We champion different perspectives and are committed to creating a workplace where all Criteos are heard and feel a sense of belonging.

Criteo collects your personal data for the purposes of managing Criteo's recruitment related activities. Consequently, Criteo may use your personal data in relation to the evaluation and selection of applicants. Your information will be accessible to the different Criteo entities across the world. By clicking the ""Apply"" button you expressly give your consent."
